size_pop,max_iter,prob_mut,best_distance,time
50.0,50.0,0.5,2522.8112547657274,0.35384273529052734
50.0,50.0,1.0,3188.979708207979,0.40833067893981934
50.0,100.0,0.001,4982.364681291293,0.6157195568084717
50.0,100.0,0.0025,4130.626810013209,0.5881190299987793
50.0,100.0,0.01,3790.0424084171723,0.6109054088592529
50.0,100.0,0.1,2832.3462948605966,0.6315529346466064
50.0,100.0,0.25,2163.8733808252264,0.6615567207336426
50.0,100.0,0.5,2254.2702526757967,0.6984443664550781
50.0,100.0,1.0,2311.622448971386,0.7807137966156006
50.0,250.0,0.001,4682.5187408185675,1.4659314155578613
50.0,250.0,0.0025,4049.1530263403865,1.5231401920318604
50.0,250.0,0.01,3778.417108898217,1.689997673034668
50.0,250.0,0.1,2399.365017140352,2.2128427028656006
50.0,250.0,0.25,2213.74201582905,1.8461298942565918
50.0,250.0,0.5,2189.3714112278312,1.7852623462677002
50.0,250.0,1.0,2133.639193559869,2.4863977432250977
100.0,5.0,0.001,5034.7496744957625,0.05627942085266113
100.0,5.0,0.0025,4865.216873197126,0.06044888496398926
100.0,5.0,0.01,4659.666134389037,0.061960458755493164
100.0,5.0,0.1,4910.552240556785,0.0687718391418457
100.0,5.0,0.25,5007.05391870827,0.0689854621887207
100.0,5.0,0.5,4610.844108814449,0.09396505355834961
100.0,5.0,1.0,4564.64334666987,0.09089517593383789
100.0,10.0,0.001,4615.096856626293,0.13568377494812012
100.0,10.0,0.0025,4594.329878884129,0.11773443222045898
100.0,10.0,0.01,4284.187235016258,0.12818360328674316
100.0,10.0,0.1,3350.301069345851,0.13248062133789062
100.0,10.0,0.25,4214.104648446678,0.13027477264404297
100.0,10.0,0.5,4502.058996921985,0.13312506675720215
100.0,10.0,1.0,4260.085493733712,0.16995978355407715
100.0,25.0,0.001,3487.7701429823824,0.2931666374206543
100.0,25.0,0.0025,3619.3919832104552,0.32030773162841797
100.0,25.0,0.01,3114.2731253796637,0.31468629837036133
100.0,25.0,0.1,3088.1206140191443,0.303417444229126
100.0,25.0,0.25,3037.3493174901655,0.34348320960998535
100.0,25.0,0.5,2989.0804197129673,0.33719372749328613
100.0,25.0,1.0,3800.6492178348913,0.3802006244659424
100.0,50.0,0.001,3407.2363165713614,0.6257379055023193
100.0,50.0,0.0025,3420.017524567975,0.5981011390686035
100.0,50.0,0.01,3184.85225187148,0.630364179611206
100.0,50.0,0.1,2505.9095540845988,0.6751000881195068
100.0,50.0,0.25,2364.5633056967977,0.9480414390563965
100.0,50.0,0.5,2375.681954305551,1.0094223022460938
100.0,50.0,1.0,3154.6216093384483,1.1915507316589355
100.0,100.0,0.001,3700.915215648325,1.3726983070373535
100.0,100.0,0.0025,3214.089799948734,1.2144451141357422
100.0,100.0,0.01,2861.458044752353,1.2464251518249512
100.0,100.0,0.1,2221.1012068950495,1.2536969184875488
100.0,100.0,0.25,2234.682448198438,1.2840464115142822
100.0,100.0,0.5,2151.162251264642,1.423401117324829
100.0,100.0,1.0,2255.7966465042987,1.5721044540405273
100.0,250.0,0.001,3592.1192585524955,2.9818878173828125
100.0,250.0,0.0025,2930.436601349975,3.072801351547241
100.0,250.0,0.01,2473.0627533768766,3.0269834995269775
100.0,250.0,0.1,2233.0990251081953,3.0322232246398926
100.0,250.0,0.25,2296.1243675407795,3.2209322452545166
100.0,250.0,0.5,2133.6391935598685,3.4039525985717773
100.0,250.0,1.0,2163.8733808252264,3.845723867416382
250.0,5.0,0.001,4602.68181232148,0.16422414779663086
250.0,5.0,0.0025,4784.847943802529,0.17812418937683105
250.0,5.0,0.01,4785.694447861925,0.16518497467041016
250.0,5.0,0.1,4441.32979722839,0.19511699676513672
250.0,5.0,0.25,4594.927073915996,0.1800990104675293
250.0,5.0,0.5,4488.289384072645,0.19440245628356934
250.0,5.0,1.0,4913.901350751609,0.22599077224731445
250.0,10.0,0.001,4156.184283263411,0.3091316223144531
250.0,10.0,0.0025,4286.860926844363,0.3278627395629883
250.0,10.0,0.01,4457.703291576927,0.3111870288848877
250.0,10.0,0.1,4251.98178290328,0.33240604400634766
250.0,10.0,0.25,4145.524722824398,0.33632755279541016
250.0,10.0,0.5,4326.426395307509,0.3547337055206299
250.0,10.0,1.0,4691.22206872036,0.40890955924987793
250.0,25.0,0.001,3335.9067838726864,0.7415018081665039
250.0,25.0,0.0025,3866.512100075653,0.763505220413208
250.0,25.0,0.01,2616.704569064513,0.7330605983734131
250.0,25.0,0.1,3297.4624034529284,0.7761204242706299
250.0,25.0,0.25,3231.1632247361417,0.8314673900604248
250.0,25.0,0.5,3342.1595108579195,0.8605663776397705
250.0,25.0,1.0,3038.747203282002,1.0027074813842773
250.0,50.0,0.001,2627.740076880824,1.5129661560058594
250.0,50.0,0.0025,3199.7908559882917,1.4812791347503662
250.0,50.0,0.01,2647.9479100228605,1.4731941223144531
250.0,50.0,0.1,2445.6273632801935,1.582242488861084
250.0,50.0,0.25,2303.3952426222704,1.586836814880371
250.0,50.0,0.5,2487.356407711982,1.6948184967041016
250.0,50.0,1.0,3293.3806051804095,1.9268527030944824
250.0,100.0,0.001,2919.2357076654025,2.9408974647521973
250.0,100.0,0.0025,2738.658192552016,2.9010910987854004
250.0,100.0,0.01,2612.944077160995,2.9202895164489746
250.0,100.0,0.1,2163.8733808252264,3.0549983978271484
250.0,100.0,0.25,2279.851825679977,3.1311633586883545
250.0,100.0,0.5,2163.873380825226,3.374652862548828
250.0,100.0,1.0,2435.473576124878,3.8227179050445557
250.0,250.0,0.001,3157.413071237926,7.162682056427002
250.0,250.0,0.0025,2693.906909214515,7.297004461288452
250.0,250.0,0.01,2279.8518256799766,7.083307981491089
250.0,250.0,0.1,2234.6824481984386,7.099453687667847
250.0,250.0,0.25,2133.6391935598685,7.722442150115967
250.0,250.0,0.5,2133.6391935598685,8.258165121078491
250.0,250.0,1.0,2197.782549895507,11.72708535194397
6.0,5.0,0.001,6085.853961173654,0.0033037662506103516
6.0,5.0,0.0025,5383.755105256537,0.003977060317993164
6.0,5.0,0.01,5040.490641681647,0.0035555362701416016
6.0,5.0,0.1,5553.569889206616,0.004999399185180664
6.0,5.0,0.25,5218.543131721859,0.006855964660644531
6.0,5.0,0.5,4616.805558405004,0.01161646842956543
6.0,5.0,1.0,4767.029682796848,0.005858182907104492
6.0,10.0,0.001,4987.889017241603,0.01867818832397461
6.0,10.0,0.0025,5254.994180170603,0.01795196533203125
6.0,10.0,0.01,4919.468680201621,0.01528620719909668
6.0,10.0,0.1,4696.425470476047,0.017051219940185547
6.0,10.0,0.25,4687.642650201803,0.015178918838500977
6.0,10.0,0.5,4947.821034447172,0.01379251480102539
6.0,10.0,1.0,4263.960914580692,0.018656253814697266
6.0,25.0,0.001,4842.1730563556475,0.042092323303222656
6.0,25.0,0.0025,5366.346440849769,0.03871893882751465
6.0,25.0,0.01,5027.758173358008,0.04479265213012695
6.0,25.0,0.1,5477.962947035862,0.025946378707885742
6.0,25.0,0.25,3862.8488261530256,0.042484283447265625
6.0,25.0,0.5,4231.6483270416875,0.04416203498840332
6.0,25.0,1.0,3537.6140350513488,0.03558540344238281
6.0,50.0,0.001,5481.163247737478,0.08048367500305176
6.0,50.0,0.0025,5448.961439608053,0.06127667427062988
6.0,50.0,0.01,5093.405416807339,0.07484555244445801
6.0,50.0,0.1,4538.607483084117,0.06586790084838867
6.0,50.0,0.25,3578.8890387919555,0.07498550415039062
6.0,50.0,0.5,3394.8691985352884,0.06937289237976074
6.0,50.0,1.0,3362.143682448849,0.08717155456542969
6.0,100.0,0.001,5586.367119106889,0.12224531173706055
6.0,100.0,0.0025,4870.711187853686,0.11369633674621582
6.0,100.0,0.01,5001.816973844268,0.11420202255249023
6.0,100.0,0.1,3723.7492854229754,0.10264253616333008
6.0,100.0,0.25,2940.1096749562903,0.11746025085449219
6.0,100.0,0.5,2950.2268990056127,0.13808631896972656
6.0,100.0,1.0,2983.162320234705,0.12578701972961426
6.0,250.0,0.001,5322.018376624672,0.23348641395568848
6.0,250.0,0.0025,5352.067450976885,0.2526226043701172
6.0,250.0,0.01,4791.6891716626105,0.21350836753845215
6.0,250.0,0.1,2920.3928742138964,0.21929025650024414
6.0,250.0,0.25,2613.0043232981716,0.21993184089660645
6.0,250.0,0.5,2349.095663818023,0.2325911521911621
6.0,250.0,1.0,2532.386041141969,0.2543935775756836
10.0,5.0,0.001,4416.165913515135,0.007080554962158203
10.0,5.0,0.0025,4794.465823515108,0.0064067840576171875
10.0,5.0,0.01,5175.427329209817,0.010486364364624023
10.0,5.0,0.1,5191.31758303434,0.010615348815917969
10.0,5.0,0.25,4876.969010489368,0.012061119079589844
10.0,5.0,0.5,4979.298784822334,0.02754998207092285
10.0,5.0,1.0,4385.595559269916,0.011181116104125977
10.0,10.0,0.001,4949.434044542349,0.03050851821899414
10.0,10.0,0.0025,5397.555597310509,0.01735091209411621
10.0,10.0,0.01,4019.837751338697,0.03338932991027832
10.0,10.0,0.1,4448.706663588878,0.01978278160095215
10.0,10.0,0.25,4611.588524822988,0.021083831787109375
10.0,10.0,0.5,4312.389883212095,0.028795242309570312
10.0,10.0,1.0,4281.682836922241,0.02791285514831543
10.0,25.0,0.001,5840.814359593079,0.057991743087768555
10.0,25.0,0.0025,4691.948358370359,0.046919822692871094
10.0,25.0,0.01,4700.014985076643,0.059697628021240234
10.0,25.0,0.1,4121.175648596074,0.047479867935180664
10.0,25.0,0.25,4252.467752461868,0.07438254356384277
10.0,25.0,0.5,3965.745721518102,0.057692766189575195
10.0,25.0,1.0,3816.052636273615,0.0695195198059082
10.0,50.0,0.001,5062.1184604153905,0.09070515632629395
10.0,50.0,0.0025,4715.7213484767435,0.10247635841369629
10.0,50.0,0.01,4844.5925009835155,0.09632492065429688
10.0,50.0,0.1,4471.8184696834,0.09492254257202148
10.0,50.0,0.25,3956.593965574152,0.10339093208312988
10.0,50.0,0.5,2947.9464941767496,0.09979796409606934
10.0,50.0,1.0,2911.5875374425673,0.12041044235229492
10.0,100.0,0.001,4930.824436242413,0.16429996490478516
10.0,100.0,0.0025,4647.904856216197,0.16195964813232422
10.0,100.0,0.01,5196.877261940887,0.15604543685913086
10.0,100.0,0.1,3660.9326085367093,0.15604400634765625
10.0,100.0,0.25,3308.061939519597,0.15792059898376465
10.0,100.0,0.5,2677.6177786426124,0.16912102699279785
10.0,100.0,1.0,2547.85057199833,0.1818389892578125
10.0,250.0,0.001,4974.869870717603,0.33023953437805176
10.0,250.0,0.0025,4944.076790756722,0.3319675922393799
10.0,250.0,0.01,4449.788847119975,0.3086991310119629
10.0,250.0,0.1,2823.021893724841,0.31197190284729004
10.0,250.0,0.25,2741.840307348911,0.3355724811553955
10.0,250.0,0.5,2496.2130203144106,0.348679780960083
10.0,250.0,1.0,2226.2334287791195,0.38431596755981445
26.0,5.0,0.001,4552.460656534955,0.013846158981323242
26.0,5.0,0.0025,4139.494018998856,0.018170595169067383
26.0,5.0,0.01,4295.497312493718,0.021594524383544922
26.0,5.0,0.1,4577.864469842596,0.025352001190185547
26.0,5.0,0.25,4443.723800764961,0.032090187072753906
26.0,5.0,0.5,4683.377116927384,0.02865123748779297
26.0,5.0,1.0,3966.4532308788353,0.0336606502532959
26.0,10.0,0.001,4246.899341763122,0.05574512481689453
26.0,10.0,0.0025,4092.380053863467,0.03963446617126465
26.0,10.0,0.01,4459.1954102244035,0.05422067642211914
26.0,10.0,0.1,4393.311581468805,0.041555166244506836
26.0,10.0,0.25,4234.818142056481,0.05560803413391113
26.0,10.0,0.5,3987.479325227638,0.05805635452270508
26.0,10.0,1.0,3591.887186017884,0.0659627914428711
26.0,25.0,0.001,3366.6800528034005,0.10847258567810059
26.0,25.0,0.0025,4799.827617180621,0.10598969459533691
26.0,25.0,0.01,4319.23501779638,0.10953807830810547
26.0,25.0,0.1,3452.014274443352,0.1088252067565918
26.0,25.0,0.25,3615.925645306852,0.10753369331359863
26.0,25.0,0.5,3073.3996573178406,0.12232589721679688
26.0,25.0,1.0,3309.5073434711167,0.12172770500183105
26.0,50.0,0.001,4197.392072698236,0.18047142028808594
26.0,50.0,0.0025,4500.662226430629,0.17377781867980957
26.0,50.0,0.01,4021.6049902638783,0.17802906036376953
26.0,50.0,0.1,3709.3611378375376,0.17591238021850586
26.0,50.0,0.25,3100.714361337717,0.18272089958190918
26.0,50.0,0.5,2964.341267990148,0.19434237480163574
26.0,50.0,1.0,2826.494551301465,0.22802448272705078
26.0,100.0,0.001,3545.9644155363667,0.34134364128112793
26.0,100.0,0.0025,4499.511955978513,0.36713409423828125
26.0,100.0,0.01,3259.321492771038,0.37636756896972656
26.0,100.0,0.1,2877.546702237876,0.5075631141662598
26.0,100.0,0.25,2539.8177570455664,0.3673579692840576
26.0,100.0,0.5,2408.386963875448,0.5443089008331299
26.0,100.0,1.0,2814.628094765827,0.6129937171936035
26.0,250.0,0.001,3779.606500689508,0.9902834892272949
26.0,250.0,0.0025,3623.334448334998,0.7560076713562012
26.0,250.0,0.01,3608.104208207922,0.7066256999969482
26.0,250.0,0.1,2552.167493548364,0.715076208114624
26.0,250.0,0.25,2276.807802088645,0.7374589443206787
26.0,250.0,0.5,2539.392317160436,0.7818431854248047
26.0,250.0,1.0,2474.592149590314,0.8334097862243652
50.0,5.0,0.001,4823.745731872035,0.024410486221313477
50.0,5.0,0.0025,4527.9527626831705,0.04097628593444824
50.0,5.0,0.01,4675.694955662281,0.05586433410644531
50.0,5.0,0.1,4666.221817701385,0.03500533103942871
50.0,5.0,0.25,4377.55966796511,0.04753923416137695
50.0,5.0,0.5,4913.404424325007,0.06415462493896484
50.0,5.0,1.0,4245.378021467366,0.06761550903320312
50.0,10.0,0.001,3653.320202311244,0.07620620727539062
50.0,10.0,0.0025,3772.897621271006,0.08968830108642578
50.0,10.0,0.01,4299.683705298571,0.1390976905822754
50.0,10.0,0.1,3799.1255155903027,0.08211421966552734
50.0,10.0,0.25,3931.500188746004,0.12449097633361816
50.0,10.0,0.5,3978.8474655551718,0.1042945384979248
50.0,10.0,1.0,4167.069954619136,0.10608744621276855
50.0,25.0,0.001,3701.531119368132,0.16756820678710938
50.0,25.0,0.0025,3423.408477014855,0.16277432441711426
50.0,25.0,0.01,3147.5802432951677,0.16223359107971191
50.0,25.0,0.1,3342.6760904956113,0.1828453540802002
50.0,25.0,0.25,3434.2287647619005,0.1915285587310791
50.0,25.0,0.5,3359.871690919537,0.18534445762634277
50.0,25.0,1.0,3464.1241199123683,0.1979987621307373
50.0,50.0,0.001,3221.824278213619,0.2895207405090332
50.0,50.0,0.0025,3564.6746244525316,0.2967720031738281
50.0,50.0,0.01,3894.4487065636426,0.28047704696655273
50.0,50.0,0.1,2919.1848762900354,0.29779553413391113
50.0,50.0,0.25,2523.4850758806815,0.2884082794189453
50.0,50.0,0.5,2646.261092040351,0.31048583984375
50.0,50.0,1.0,3175.4049397443673,0.3525266647338867
50.0,100.0,0.001,3179.8587863339126,0.5120093822479248
50.0,100.0,0.0025,3739.4910895688386,0.513298749923706
50.0,100.0,0.01,3048.157012998224,0.5147268772125244
50.0,100.0,0.1,2521.895734381255,0.5447404384613037
50.0,100.0,0.25,2479.1837251911684,0.5437221527099609
50.0,100.0,0.5,2472.2156407921207,0.568899393081665
50.0,100.0,1.0,2435.999539863778,0.6426801681518555
50.0,250.0,0.001,3468.9717057723974,1.2002274990081787
50.0,250.0,0.0025,3269.146840752555,1.272353172302246
50.0,250.0,0.01,3129.954768171621,1.2384412288665771
50.0,250.0,0.1,2554.8796288399244,1.2224009037017822
50.0,250.0,0.25,2410.6292720754836,1.3077032566070557
50.0,250.0,0.5,2361.394786005806,1.3579399585723877
50.0,250.0,1.0,2255.8373897939155,1.5156276226043701
100.0,5.0,0.001,4414.538658604058,0.05528664588928223
100.0,5.0,0.0025,4319.703231319128,0.08714461326599121
100.0,5.0,0.01,4340.060923957016,0.07416939735412598
100.0,5.0,0.1,4391.640970184742,0.08136105537414551
100.0,5.0,0.25,4680.579331017568,0.07758331298828125
100.0,5.0,0.5,4424.007134549624,0.09040117263793945
100.0,5.0,1.0,4349.2434866768735,0.09634804725646973
100.0,10.0,0.001,4094.403103286921,0.16332197189331055
100.0,10.0,0.0025,3601.112347653936,0.1402268409729004
100.0,10.0,0.01,3833.6039298300475,0.1426997184753418
100.0,10.0,0.1,3853.972211745118,0.1498270034790039
100.0,10.0,0.25,4098.973753912798,0.1426694393157959
100.0,10.0,0.5,4120.040371305392,0.15082716941833496
100.0,10.0,1.0,4034.42000439095,0.16773676872253418
100.0,25.0,0.001,3424.433644501404,0.2728140354156494
100.0,25.0,0.0025,2909.3682210787533,0.30257081985473633
100.0,25.0,0.01,3479.3333925272204,0.27422523498535156
100.0,25.0,0.1,3209.9426605463177,0.3344845771789551
100.0,25.0,0.25,2914.477828554837,0.323087215423584
100.0,25.0,0.5,3467.1153097114625,0.32280492782592773
100.0,25.0,1.0,3178.409471378579,0.32811999320983887
100.0,50.0,0.001,3202.645003219381,0.5290141105651855
100.0,50.0,0.0025,3255.5390154306856,0.48453545570373535
100.0,50.0,0.01,3339.429144120309,0.4889712333679199
100.0,50.0,0.1,2623.5859807773527,0.5080568790435791
100.0,50.0,0.25,2630.817322457501,0.5268697738647461
100.0,50.0,0.5,2450.3078617560072,0.568342924118042
100.0,50.0,1.0,3047.5643115051985,0.6277825832366943
100.0,100.0,0.001,3136.773835926673,0.9603583812713623
100.0,100.0,0.0025,3205.8157167656514,0.9470858573913574
100.0,100.0,0.01,2741.982323062464,0.932664155960083
100.0,100.0,0.1,2410.303696647612,0.9563984870910645
100.0,100.0,0.25,2333.6148442505378,0.9884095191955566
100.0,100.0,0.5,2388.6666963553357,1.1006393432617188
100.0,100.0,1.0,2558.2996391742017,1.2994136810302734
100.0,250.0,0.001,3123.3218468337786,2.2823572158813477
100.0,250.0,0.0025,2978.8168899631933,2.2895689010620117
100.0,250.0,0.01,2516.7501887602807,2.272462844848633
100.0,250.0,0.1,2226.2334287791195,2.345121145248413
100.0,250.0,0.25,2297.546576731553,2.7258331775665283
100.0,250.0,0.5,2311.9650255925144,2.638154983520508
100.0,250.0,1.0,2255.837389793915,2.90388822555542
250.0,5.0,0.001,4174.632387709609,0.13824176788330078
250.0,5.0,0.0025,4313.209715242317,0.15198826789855957
250.0,5.0,0.01,4232.592848160644,0.1381821632385254
250.0,5.0,0.1,4267.76432842717,0.14893150329589844
250.0,5.0,0.25,4169.20541788335,0.1604928970336914
250.0,5.0,0.5,4363.717385536921,0.16062116622924805
250.0,5.0,1.0,4062.4661208409466,0.18700814247131348
250.0,10.0,0.001,3594.765215087211,0.2586982250213623
250.0,10.0,0.0025,3894.484961756443,0.25653982162475586
250.0,10.0,0.01,3835.0391658718236,0.27361249923706055
250.0,10.0,0.1,3928.036193573779,0.2766726016998291
