size_pop,max_iter,prob_mut,T,alpha,best_distance,time
6.0,5.0,0.0025,0.75,0.001,5769.611916978777,0.012847661972045898
6.0,5.0,0.0025,0.75,0.0025,4887.455432653109,0.00884246826171875
6.0,5.0,0.0025,0.75,0.01,5984.3271663408495,0.00808858871459961
6.0,5.0,0.0025,0.75,0.1,5028.068476216672,0.010170936584472656
6.0,5.0,0.0025,0.75,0.25,5535.840330001709,0.009800195693969727
6.0,5.0,0.0025,0.75,0.5,4311.590312308223,0.009229660034179688
6.0,5.0,0.0025,0.75,1.0,5532.191999430138,0.009058713912963867
6.0,5.0,0.0025,1.0,0.001,5824.81295138403,0.007360696792602539
6.0,5.0,0.0025,1.0,0.0025,5849.878740201731,0.008201360702514648
6.0,5.0,0.0025,1.0,0.01,4263.333152432878,0.006618976593017578
6.0,5.0,0.0025,1.0,0.1,5747.603986294383,0.009809732437133789
6.0,5.0,0.0025,1.0,0.25,5475.016028676466,0.011063814163208008
6.0,5.0,0.0025,1.0,0.5,5364.377188026475,0.008576393127441406
6.0,5.0,0.0025,1.0,1.0,5144.605930554927,0.010495662689208984
6.0,5.0,0.01,0.001,0.001,5669.519177592629,0.008565187454223633
6.0,5.0,0.01,0.001,0.0025,5146.050200335624,0.008687019348144531
6.0,5.0,0.01,0.001,0.01,5542.976540157825,0.0067386627197265625
6.0,5.0,0.01,0.001,0.1,5173.038938815059,0.01026773452758789
6.0,5.0,0.01,0.001,0.25,5879.369625090981,0.008522272109985352
6.0,5.0,0.01,0.001,0.5,4963.059853623554,0.010335206985473633
6.0,5.0,0.01,0.001,1.0,5423.099076796778,0.012291431427001953
6.0,5.0,0.01,0.0025,0.001,5149.612119336442,0.01186823844909668
6.0,5.0,0.01,0.0025,0.0025,5066.98210947749,0.011722803115844727
6.0,5.0,0.01,0.0025,0.01,5224.301593257784,0.015673398971557617
6.0,5.0,0.01,0.0025,0.1,4922.002569600441,0.008403539657592773
6.0,5.0,0.01,0.0025,0.25,4263.890188980085,0.008630990982055664
6.0,5.0,0.01,0.0025,0.5,5497.6300080074425,0.012167215347290039
6.0,5.0,0.01,0.0025,1.0,4688.289688365702,0.008917570114135742
6.0,5.0,0.01,0.01,0.001,5379.302330894201,0.015668392181396484
6.0,5.0,0.01,0.01,0.0025,5525.1430545915855,0.013947248458862305
6.0,5.0,0.01,0.01,0.01,5218.974733860631,0.011647701263427734
6.0,5.0,0.01,0.01,0.1,5374.714006310541,0.006664276123046875
6.0,5.0,0.01,0.01,0.25,5301.781062375989,0.011496782302856445
6.0,5.0,0.01,0.01,0.5,4291.962198954807,0.008734464645385742
6.0,5.0,0.01,0.01,1.0,5457.160418928201,0.012825727462768555
6.0,5.0,0.01,0.1,0.001,4631.846999419063,0.010383367538452148
6.0,5.0,0.01,0.1,0.0025,4516.98788765501,0.011850357055664062
6.0,5.0,0.01,0.1,0.01,5458.655222583084,0.00988459587097168
6.0,5.0,0.01,0.1,0.1,5069.872048390638,0.015478849411010742
6.0,5.0,0.01,0.1,0.25,6037.962737252022,0.007831096649169922
6.0,5.0,0.01,0.1,0.5,5958.860918016999,0.010192394256591797
6.0,5.0,0.01,0.1,1.0,5359.413947030927,0.022402286529541016
6.0,5.0,0.01,0.25,0.001,5195.408593759826,0.008641242980957031
6.0,5.0,0.01,0.25,0.0025,5666.762594348402,0.008600950241088867
6.0,5.0,0.01,0.25,0.01,5598.4017079392925,0.013114452362060547
6.0,5.0,0.01,0.25,0.1,5497.979734152555,0.008517026901245117
6.0,5.0,0.01,0.25,0.25,6123.322747405908,0.00928044319152832
6.0,5.0,0.01,0.25,0.5,4475.981120739799,0.00817418098449707
6.0,5.0,0.01,0.25,1.0,5356.2545411987985,0.009207010269165039
6.0,5.0,0.01,0.5,0.001,5422.064228961731,0.013321161270141602
6.0,5.0,0.01,0.5,0.0025,5428.730035012908,0.010598897933959961
6.0,5.0,0.01,0.5,0.01,5540.6937920435885,0.012444734573364258
6.0,5.0,0.01,0.5,0.1,5113.937953968952,0.008610963821411133
6.0,5.0,0.01,0.5,0.25,4950.6274627242965,0.012015819549560547
6.0,5.0,0.01,0.5,0.5,5409.434556446042,0.009320259094238281
6.0,5.0,0.01,0.5,1.0,5659.123263583819,0.009675264358520508
6.0,5.0,0.01,0.75,0.001,5966.60528162754,0.015891075134277344
6.0,5.0,0.01,0.75,0.0025,5979.077122612934,0.011352777481079102
6.0,5.0,0.01,0.75,0.01,5768.7984628618815,0.007925987243652344
6.0,5.0,0.01,0.75,0.1,5199.727414561764,0.008548259735107422
6.0,5.0,0.01,0.75,0.25,5872.425728221985,0.011988639831542969
6.0,5.0,0.01,0.75,0.5,5780.502369099097,0.009367227554321289
6.0,5.0,0.01,0.75,1.0,5842.860813160668,0.0093231201171875
6.0,5.0,0.01,1.0,0.001,5659.864627347328,0.012232303619384766
6.0,5.0,0.01,1.0,0.0025,5509.679263158857,0.011740922927856445
6.0,5.0,0.01,1.0,0.01,5200.557955003174,0.008988380432128906
6.0,5.0,0.01,1.0,0.1,5192.74511559935,0.01275324821472168
6.0,5.0,0.01,1.0,0.25,4927.579875103804,0.017054319381713867
6.0,5.0,0.01,1.0,0.5,5582.786011149983,0.008984565734863281
6.0,5.0,0.01,1.0,1.0,5396.036376360315,0.013039588928222656
6.0,5.0,0.1,0.001,0.001,5010.37946913725,0.011289358139038086
6.0,5.0,0.1,0.001,0.0025,5238.713329824035,0.009702444076538086
6.0,5.0,0.1,0.001,0.01,5042.4060108449885,0.011203527450561523
6.0,5.0,0.1,0.001,0.1,4819.124707142885,0.011257648468017578
6.0,5.0,0.1,0.001,0.25,5700.018208348854,0.013504505157470703
6.0,5.0,0.1,0.001,0.5,5666.622005216416,0.01094508171081543
6.0,5.0,0.1,0.001,1.0,5069.032380070662,0.005920886993408203
6.0,5.0,0.1,0.0025,0.001,4891.993219043622,0.011574983596801758
6.0,5.0,0.1,0.0025,0.0025,5464.555629477163,0.006066560745239258
6.0,5.0,0.1,0.0025,0.01,5241.782645928585,0.00974583625793457
6.0,5.0,0.1,0.0025,0.1,5104.27343672305,0.00632476806640625
6.0,5.0,0.1,0.0025,0.25,4716.806301705549,0.012604713439941406
6.0,5.0,0.1,0.0025,0.5,4745.649988318501,0.010752677917480469
6.0,5.0,0.1,0.0025,1.0,5087.040899752187,0.010753631591796875
6.0,5.0,0.1,0.01,0.001,5438.464429574858,0.009876012802124023
6.0,5.0,0.1,0.01,0.0025,5719.434455080733,0.0064089298248291016
6.0,5.0,0.1,0.01,0.01,5865.353136427715,0.010966300964355469
6.0,5.0,0.1,0.01,0.1,5169.456577550123,0.013202428817749023
6.0,5.0,0.1,0.01,0.25,4732.399292101131,0.009736299514770508
6.0,5.0,0.1,0.01,0.5,5254.926856106085,0.01001882553100586
6.0,5.0,0.1,0.01,1.0,5368.950410977258,0.010560035705566406
6.0,5.0,0.1,0.1,0.001,5295.680037252783,0.008953571319580078
6.0,5.0,0.1,0.1,0.0025,5430.330367440235,0.009031057357788086
6.0,5.0,0.1,0.1,0.01,5303.579924510383,0.011536836624145508
6.0,5.0,0.1,0.1,0.1,4852.658599603687,0.011173248291015625
6.0,5.0,0.1,0.1,0.25,5686.862336289916,0.006423234939575195
6.0,5.0,0.1,0.1,0.5,5614.03022772193,0.01018667221069336
6.0,5.0,0.1,0.1,1.0,5784.16948639434,0.008578062057495117
6.0,5.0,0.1,0.25,0.001,5488.913497752292,0.00982809066772461
6.0,5.0,0.1,0.25,0.0025,5640.565883575642,0.017216920852661133
6.0,5.0,0.1,0.25,0.01,5519.972971369371,0.007520914077758789
6.0,5.0,0.1,0.25,0.1,5449.111351597168,0.013353347778320312
6.0,5.0,0.1,0.25,0.25,5359.859734148191,0.010037422180175781
6.0,5.0,0.1,0.25,0.5,5655.666994831162,0.01688098907470703
6.0,5.0,0.1,0.25,1.0,4720.496735459406,0.01132512092590332
6.0,5.0,0.1,0.5,0.001,5756.740532663502,0.010960102081298828
6.0,5.0,0.1,0.5,0.0025,5222.562938442552,0.00646519660949707
6.0,5.0,0.1,0.5,0.01,5374.253086807062,0.010845661163330078
6.0,5.0,0.1,0.5,0.1,5275.878370975978,0.011607170104980469
6.0,5.0,0.1,0.5,0.25,5463.868004641342,0.012232065200805664
6.0,5.0,0.1,0.5,0.5,5480.634846101346,0.01206827163696289
6.0,5.0,0.1,0.5,1.0,4838.538944123167,0.01792287826538086
6.0,5.0,0.1,0.75,0.001,5531.807743954595,0.006738901138305664
6.0,5.0,0.1,0.75,0.0025,5397.860086042722,0.010577917098999023
6.0,5.0,0.1,0.75,0.01,5154.356292398543,0.012022733688354492
6.0,5.0,0.1,0.75,0.1,5720.1154625981935,0.012012481689453125
6.0,5.0,0.1,0.75,0.25,5618.536197802449,0.009977102279663086
6.0,5.0,0.1,0.75,0.5,5849.626119207302,0.007735729217529297
6.0,5.0,0.1,0.75,1.0,5102.545037537043,0.010943889617919922
6.0,5.0,0.1,1.0,0.001,5386.654888077746,0.008412361145019531
6.0,5.0,0.1,1.0,0.0025,5370.287850636539,0.011296272277832031
6.0,5.0,0.1,1.0,0.01,5756.515583581103,0.010449409484863281
6.0,5.0,0.1,1.0,0.1,5433.219298796897,0.006552457809448242
6.0,5.0,0.1,1.0,0.25,5016.435496644733,0.012461662292480469
6.0,5.0,0.1,1.0,0.5,4576.7005209246145,0.008312463760375977
6.0,5.0,0.1,1.0,1.0,4929.434331186354,0.01329946517944336
6.0,5.0,0.25,0.001,0.001,5572.702020051778,0.010708093643188477
6.0,5.0,0.25,0.001,0.0025,5661.335290239529,0.008875846862792969
6.0,5.0,0.25,0.001,0.01,4949.922511488139,0.013100147247314453
6.0,5.0,0.25,0.001,0.1,5095.338536097166,0.009183645248413086
6.0,5.0,0.25,0.001,0.25,5431.086847450504,0.008501291275024414
6.0,5.0,0.25,0.001,0.5,5179.0159390406225,0.01420140266418457
6.0,5.0,0.25,0.001,1.0,4820.03621072771,0.019054889678955078
6.0,5.0,0.25,0.0025,0.001,5101.120511451448,0.007855415344238281
6.0,5.0,0.25,0.0025,0.0025,5114.249607108224,0.014224529266357422
6.0,5.0,0.25,0.0025,0.01,5110.288694440497,0.010950088500976562
6.0,5.0,0.25,0.0025,0.1,4973.654177219046,0.011453866958618164
6.0,5.0,0.25,0.0025,0.25,5184.169698817804,0.00853729248046875
6.0,5.0,0.25,0.0025,0.5,5760.716118844727,0.01101231575012207
6.0,5.0,0.25,0.0025,1.0,5376.080944180585,0.008728981018066406
6.0,5.0,0.25,0.01,0.001,5135.421420159189,0.014501810073852539
6.0,5.0,0.25,0.01,0.0025,5022.744937067131,0.007169961929321289
6.0,5.0,0.25,0.01,0.01,4998.449676226258,0.012145042419433594
6.0,5.0,0.25,0.01,0.1,4925.186601690439,0.009820222854614258
6.0,5.0,0.25,0.01,0.25,5533.715186126836,0.010125160217285156
6.0,5.0,0.25,0.01,0.5,4993.70329894457,0.010542869567871094
6.0,5.0,0.25,0.01,1.0,4937.478169779989,0.011614322662353516
6.0,5.0,0.25,0.1,0.001,5183.439707667137,0.011633157730102539
6.0,5.0,0.25,0.1,0.0025,4851.620221958157,0.009267807006835938
6.0,5.0,0.25,0.1,0.01,5255.939514539843,0.009904623031616211
6.0,5.0,0.25,0.1,0.1,4996.284648391357,0.005850315093994141
6.0,5.0,0.25,0.1,0.25,4460.531697690001,0.011098146438598633
6.0,5.0,0.25,0.1,0.5,5101.511422390975,0.011605024337768555
6.0,5.0,0.25,0.1,1.0,5241.804510388125,0.017127275466918945
6.0,5.0,0.25,0.25,0.001,5349.470452012252,0.009313821792602539
6.0,5.0,0.25,0.25,0.0025,5068.296056801429,0.01054239273071289
6.0,5.0,0.25,0.25,0.01,5044.700890093227,0.011656522750854492
6.0,5.0,0.25,0.25,0.1,5659.01159273249,0.011268377304077148
6.0,5.0,0.25,0.25,0.25,5485.238060926544,0.015577316284179688
6.0,5.0,0.25,0.25,0.5,4956.901744148001,0.012062788009643555
6.0,5.0,0.25,0.25,1.0,5467.8178488515505,0.011066913604736328
6.0,5.0,0.25,0.5,0.001,5598.9352045170635,0.011219978332519531
6.0,5.0,0.25,0.5,0.0025,5040.412440320317,0.008076667785644531
6.0,5.0,0.25,0.5,0.01,5067.004722487298,0.009076833724975586
6.0,5.0,0.25,0.5,0.1,5374.963435553022,0.011238336563110352
6.0,5.0,0.25,0.5,0.25,5532.3333152965715,0.011310815811157227
6.0,5.0,0.25,0.5,0.5,5764.407603147058,0.00885009765625
6.0,5.0,0.25,0.5,1.0,5411.301186175038,0.011430501937866211
6.0,5.0,0.25,0.75,0.001,5243.813682912224,0.01161956787109375
6.0,5.0,0.25,0.75,0.0025,6194.94818895296,0.00697779655456543
6.0,5.0,0.25,0.75,0.01,5294.941082229401,0.009740352630615234
6.0,5.0,0.25,0.75,0.1,5467.0104027054895,0.006941318511962891
6.0,5.0,0.25,0.75,0.25,5073.223611672681,0.012865066528320312
6.0,5.0,0.25,0.75,0.5,4898.921090604538,0.01621699333190918
6.0,5.0,0.25,0.75,1.0,5696.799705999217,0.006507158279418945
6.0,5.0,0.25,1.0,0.001,5221.810106560507,0.01311492919921875
6.0,5.0,0.25,1.0,0.0025,5191.409566196168,0.00885629653930664
6.0,5.0,0.25,1.0,0.01,5346.27136047706,0.01047968864440918
6.0,5.0,0.25,1.0,0.1,5386.2491476917685,0.01434183120727539
6.0,5.0,0.25,1.0,0.25,5176.810144176518,0.01285243034362793
6.0,5.0,0.25,1.0,0.5,5190.889584588982,0.012718915939331055
6.0,5.0,0.25,1.0,1.0,5432.386989961061,0.011775732040405273
6.0,5.0,0.5,0.001,0.001,5423.290200422417,0.006459712982177734
6.0,5.0,0.5,0.001,0.0025,5621.649231875266,0.011835813522338867
6.0,5.0,0.5,0.001,0.01,4987.737915703864,0.013423919677734375
6.0,5.0,0.5,0.001,0.1,4666.435326992327,0.01112508773803711
6.0,5.0,0.5,0.001,0.25,5103.452196125505,0.013183832168579102
6.0,5.0,0.5,0.001,0.5,5655.956113168867,0.014013051986694336
6.0,5.0,0.5,0.001,1.0,5388.041585107267,0.009833097457885742
6.0,5.0,0.5,0.0025,0.001,5051.640666766049,0.014112472534179688
6.0,5.0,0.5,0.0025,0.0025,5812.982054161108,0.013763666152954102
6.0,5.0,0.5,0.0025,0.01,4813.8280051795355,0.011028289794921875
6.0,5.0,0.5,0.0025,0.1,5497.214479989197,0.013556718826293945
6.0,5.0,0.5,0.0025,0.25,4587.15203211981,0.010210752487182617
6.0,5.0,0.5,0.0025,0.5,4977.7272509398335,0.008397340774536133
6.0,5.0,0.5,0.0025,1.0,4390.539603202306,0.011124134063720703
6.0,5.0,0.5,0.01,0.001,5227.085158375807,0.012583017349243164
6.0,5.0,0.5,0.01,0.0025,4893.961505631692,0.011591911315917969
6.0,5.0,0.5,0.01,0.01,4877.647546959465,0.012663125991821289
6.0,5.0,0.5,0.01,0.1,5853.52985160919,0.009195566177368164
6.0,5.0,0.5,0.01,0.25,5365.224023323864,0.010833024978637695
6.0,5.0,0.5,0.01,0.5,5332.520472898621,0.01408076286315918
6.0,5.0,0.5,0.01,1.0,4777.912045522181,0.014423847198486328
6.0,5.0,0.5,0.1,0.001,5270.024915645016,0.012253522872924805
6.0,5.0,0.5,0.1,0.0025,5303.931178091179,0.012793540954589844
6.0,5.0,0.5,0.1,0.01,4790.562779361723,0.013690710067749023
6.0,5.0,0.5,0.1,0.1,5278.378017298586,0.010213851928710938
6.0,5.0,0.5,0.1,0.25,4948.6966569006745,0.009683847427368164
6.0,5.0,0.5,0.1,0.5,4905.780052136519,0.010154008865356445
6.0,5.0,0.5,0.1,1.0,4814.118922777955,0.012493610382080078
6.0,5.0,0.5,0.25,0.001,5717.631926881958,0.011031389236450195
6.0,5.0,0.5,0.25,0.0025,5238.254677957977,0.009865283966064453
6.0,5.0,0.5,0.25,0.01,4612.775370958394,0.013804912567138672
6.0,5.0,0.5,0.25,0.1,5097.962944892068,0.010538101196289062
6.0,5.0,0.5,0.25,0.25,5064.199094550489,0.010506868362426758
6.0,5.0,0.5,0.25,0.5,5413.0395973073555,0.016304492950439453
6.0,5.0,0.5,0.25,1.0,5309.631753733051,0.009561300277709961
6.0,5.0,0.5,0.5,0.001,5567.365682600753,0.012668609619140625
6.0,5.0,0.5,0.5,0.0025,5409.2397013358595,0.013609170913696289
6.0,5.0,0.5,0.5,0.01,5175.038574280481,0.011823415756225586
6.0,5.0,0.5,0.5,0.1,5782.994167124972,0.006619930267333984
6.0,5.0,0.5,0.5,0.25,5417.774090211884,0.010346174240112305
6.0,5.0,0.5,0.5,0.5,5260.465251695195,0.017330169677734375
6.0,5.0,0.5,0.5,1.0,4690.64214215517,0.009932756423950195
6.0,5.0,0.5,0.75,0.001,5759.459569268817,0.008005142211914062
6.0,5.0,0.5,0.75,0.0025,5721.118491245544,0.009873151779174805
6.0,5.0,0.5,0.75,0.01,5240.185102758036,0.01082611083984375
6.0,5.0,0.5,0.75,0.1,5159.495284647424,0.011216402053833008
6.0,5.0,0.5,0.75,0.25,5852.375388538364,0.01711440086364746
6.0,5.0,0.5,0.75,0.5,5505.832258255402,0.010528802871704102
6.0,5.0,0.5,0.75,1.0,5117.63197257822,0.009381771087646484
6.0,5.0,0.5,1.0,0.001,4595.558669088177,0.01125025749206543
6.0,5.0,0.5,1.0,0.0025,5210.329775887323,0.011152505874633789
6.0,5.0,0.5,1.0,0.01,5357.417661738001,0.006453752517700195
6.0,5.0,0.5,1.0,0.1,5218.038103815247,0.011070013046264648
6.0,5.0,0.5,1.0,0.25,5120.497267580989,0.016530990600585938
6.0,5.0,0.5,1.0,0.5,5064.400466141023,0.010669231414794922
6.0,5.0,0.5,1.0,1.0,5074.56005254628,0.013387680053710938
6.0,5.0,0.75,0.001,0.001,5372.752502893094,0.014917373657226562
6.0,5.0,0.75,0.001,0.0025,4692.433325343008,0.018844127655029297
6.0,5.0,0.75,0.001,0.01,5386.712677420731,0.013122797012329102
6.0,5.0,0.75,0.001,0.1,4869.159446884073,0.01181483268737793
6.0,5.0,0.75,0.001,0.25,4756.110169267825,0.018207788467407227
6.0,5.0,0.75,0.001,0.5,5110.762767998151,0.009741544723510742
6.0,5.0,0.75,0.001,1.0,4467.155150942603,0.012345314025878906
6.0,5.0,0.75,0.0025,0.001,5612.548379285941,0.01235055923461914
6.0,5.0,0.75,0.0025,0.0025,5201.80815187738,0.01224374771118164
6.0,5.0,0.75,0.0025,0.01,5486.953819674507,0.012061834335327148
6.0,5.0,0.75,0.0025,0.1,5125.045342489563,0.012804746627807617
6.0,5.0,0.75,0.0025,0.25,4937.491570640162,0.011113643646240234
6.0,5.0,0.75,0.0025,0.5,5755.508896035009,0.01184988021850586
6.0,5.0,0.75,0.0025,1.0,5223.406979494784,0.01679062843322754
6.0,5.0,0.75,0.01,0.001,5392.382071635463,0.014845132827758789
6.0,5.0,0.75,0.01,0.0025,5298.332926913676,0.013037681579589844
6.0,5.0,0.75,0.01,0.01,5644.529407775135,0.007654428482055664
6.0,5.0,0.75,0.01,0.1,5502.206310170964,0.012282133102416992
6.0,5.0,0.75,0.01,0.25,5286.298191233803,0.017411231994628906
6.0,5.0,0.75,0.01,0.5,4742.010896539826,0.01074981689453125
6.0,5.0,0.75,0.01,1.0,4965.768972315665,0.012595176696777344
6.0,5.0,0.75,0.1,0.001,4762.104183695556,0.015493631362915039
6.0,5.0,0.75,0.1,0.0025,5195.151690104271,0.010991096496582031
6.0,5.0,0.75,0.1,0.01,5521.802477448415,0.006823301315307617
6.0,5.0,0.75,0.1,0.1,5551.987314587621,0.020336627960205078
6.0,5.0,0.75,0.1,0.25,5033.978043760304,0.01875782012939453
6.0,5.0,0.75,0.1,0.5,5135.458608295238,0.011022090911865234
6.0,5.0,0.75,0.1,1.0,5338.118888994595,0.00953984260559082
6.0,5.0,0.75,0.25,0.001,4817.063207057324,0.012146711349487305
6.0,5.0,0.75,0.25,0.0025,5018.021476811934,0.011460542678833008
6.0,5.0,0.75,0.25,0.01,4750.665654347646,0.01322031021118164
6.0,5.0,0.75,0.25,0.1,5972.841299939141,0.011959314346313477
6.0,5.0,0.75,0.25,0.25,4909.103574468391,0.011565446853637695
6.0,5.0,0.75,0.25,0.5,5574.653440802492,0.012888669967651367
