18,30,22,21,22,35,36,27,19,21,21,21,31,22,33,30,21,18,30,35
27,26,29,22,29,23,21,31,22,26,19,23,22,23,25,30,20,22,24,31
23,28,17,17,40,37,29,16,19,17,35,19,22,28,31,17,32,27,18,16
22,22,20,25,21,27,33,21,20,22,23,24,23,28,20,28,35,22,23,33
41,18,16,23,35,37,20,24,23,21,20,19,19,35,18,20,30,18,39,25
26,20,30,20,28,31,21,20,29,22,20,24,30,21,20,34,28,19,22,29
32,31,21,16,55,32,20,19,32,33,21,31,19,63,19,29,22,19,21,22
32,21,17,19,25,32,19,23,19,27,20,24,23,23,30,20,34,20,18,32
28,25,32,24,34,21,19,118,21,27,19,29,24,23,20,24,18,130,19,28
37,32,16,18,27,22,15,24,35,15,26,33,19,32,18,18,31,24,23,26
25,20,31,25,17,23,78,17,23,23,25,31,22,29,19,24,23,31,74,20
16,22,21,22,34,20,19,26,21,19,32,36,24,27,24,26,29,31,26,17
18,29,25,17,29,17,19,25,26,19,60,20,25,18,19,15,18,56,25,16
22,21,21,25,23,28,20,20,22,22,29,23,23,26,27,27,32,18,22,32
37,28,23,22,22,28,36,30,22,29,27,25,23,27,22,21,21,26,22,25
23,20,42,20,24,23,22,20,20,21,18,19,115,22,44,120,21,21,37,22
26,25,71,17,17,18,20,23,16,17,25,17,71,29,19,22,28,19,30,19
23,15,21,21,13,30,364,62,14,14,16,15,61,16,21,20,27,14,372,31
24,22,26,24,26,25,32,22,24,17,21,19,23,22,20,30,29,56,21,49
24,21,21,82,22,26,96,23,29,22,17,20,28,28,20,25,28,19,26,20
16,46,13,31,48,20,21,24,15,19,13,16,49,14,43,16,23,15,32,29
19,31,20,20,22,17,29,24,36,37,24,18,20,21,29,20,29,20,22,20
24,17,21,23,20,19,21,18,18,48,25,22,18,43,24,19,19,27,19,21
176,26,58,15,26,46,29,20,17,18,21,20,15,17,20,17,16,27,17,185
60,22,19,28,27,30,21,23,20,18,18,22,18,18,31,31,19,21,35,59
31,33,23,17,27,21,20,20,32,24,22,25,30,26,20,21,19,20,19,22
18,21,36,22,48,24,37,24,23,20,19,33,19,17,18,21,20,37,20,21
37,18,21,22,13,19,20,25,23,43,19,34,22,43,21,19,41,17,20,19
28,45,25,26,22,19,20,19,27,17,17,25,18,22,21,19,19,18,26,50
19,76,25,23,31,17,32,20,26,26,28,20,19,31,27,21,23,26,82,23
100,23,14,17,23,17,109,19,37,25,23,17,23,13,23,36,17,29,18,25
18,25,37,21,21,22,18,19,29,26,18,34,21,25,19,38,18,30,19,27
26,22,36,23,22,24,23,20,20,25,24,23,36,31,38,38,22,19,25,26
50,12,27,42,15,25,13,30,52,34,15,24,15,14,15,15,15,58,22,48
29,23,22,17,21,21,23,21,33,21,49,20,22,23,46,20,21,22,49,33
33,18,18,19,16,18,54,24,34,24,21,20,32,18,19,18,26,59,23,17
