target_00,target_01,target_02,target_03,target_04,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19
36.53152753057934,1.6584291027939837,43.45512481739647,45.71811948324505,49.2935685233066,36.216383809135074,38.38695458361977,44.777669747670494,24.155768980851043,29.22172445635642,41.446410154041494,44.00487192869186,48.6838693767786,65.41368675231934,43.63177643503462,45.384138684523734,33.79375005852092,44.67506787512038,30.823874990145367,43.079454123973846
49.65980774477909,22.01339467181716,52.91072065300412,52.37561319856083,44.51942962691898,28.791220672202833,24.589819382398556,48.901389159654315,35.44600001665262,25.005661063724094,51.32349321577284,47.19651483297348,52.98658153745863,23.945754224061965,29.023719370365143,55.43259744346142,53.44113448086907,25.966586258676315,31.485504865646362,53.20565257352941
54.754289865493774,21.3186561694512,41.976730460212345,52.5575060993433,24.36530310229251,25.563124343327114,38.42513445019722,50.010515816071454,23.80618202024036,26.493488830678604,64.0367916547335,53.3221219848184,23.29695058465004,21.965382182598113,53.91820286214352,42.293335275216535,41.06026627706445,27.082675558148008,36.02076668922718,52.75108300315009
42.583063864707945,48.603144420517815,30.755876825701804,53.30650568008423,42.37710647355942,30.789010170967348,28.50033088773489,48.03865942202116,48.449870322879995,62.123946819986614,27.199828694848453,44.07829287177638,19.410608160252472,20.300423596216284,32.317836679261305,42.999611580371855,63.55455280939738,50.51493123957985,49.19244254959954,30.440666775549612
35.50656216232865,28.245280288159847,28.295539776484173,56.06844774414511,49.32703555954827,53.81510027717142,57.51901072263718,54.253799452501184,52.572858426305984,33.07907468932016,53.31342617670695,55.70766673368566,37.60590377807617,35.575040322083694,56.655661925673485,34.78805904035215,56.89067928493023,56.015216678380966,28.045094637309802,35.18194263069718
62.83934938907623,57.62739618122578,47.84752893447876,60.91439029148647,32.38740945713861,59.18008248011271,57.517545509338376,27.84782440321786,30.017643809318542,15.56153614606176,16.01775722754629,35.765622705221176,42.85776512189345,20.286598507563273,24.147392303515705,31.55453527890719,38.871107379595436,34.6600488948822,54.552161887288094,57.787952740987144
46.15444178581238,59.95263069868088,50.78593038188087,45.29029368162155,50.89389525519477,26.566077613830565,28.721669269330572,49.84798535547758,43.568272465751285,49.89649701118469,55.81855170428753,45.18034504652023,43.27509750638689,44.59138548941839,44.83995272999718,28.974932970539218,46.204704558849336,37.16052922606468,42.36521394686265,51.46028776963552
45.22249103847303,1.0966678096779756,60.411796825272695,51.376782801416184,55.39392935528475,38.310365269581474,46.70953562385157,56.66830023129781,32.38439037059916,53.28682381966535,49.74152496281792,29.033420317100756,44.00955830812454,53.662472654791436,37.990903787612915,55.27500630827511,37.63191533088684,47.72458239793777,24.817276069992467,54.12833522347843
32.572670928363145,36.76888590592604,36.706913058574386,42.681110154498704,45.35868391990662,37.82538892745972,38.28937737147013,25.785434954875225,38.10258415222168,38.13886140783628,58.15527172386646,38.24586263656616,52.416386776500275,32.37810412475041,53.061424043443466,32.58383748449128,55.0615562691408,54.843749467064356,25.801643722587162,48.150437342493156
52.921598981408515,50.88822605874803,55.190013001946845,45.492416756493704,46.54973897181059,51.252541859944664,54.13481220602989,40.821893160993405,4.119508322916533,45.671878451392764,3.5368321736653647,52.15573386351267,53.917038053274155,46.211986136436465,49.029640310689025,55.404888714061066,44.04557377951486,45.96685114659761,63.77689708073934,50.05968905819787
39.032861083745956,33.16339326787878,44.64124183654785,44.81783595838045,44.13430426234291,33.059968846184866,47.310011863708496,54.83565862476826,47.84038561582565,29.126953169703484,55.312022012822766,45.25528295040131,2.669615394498673,42.54881983453577,5.581075001878348,36.435951526348404,40.91144584572834,44.34466708274115,45.767546929811175,47.78747436735365
38.6007986664772,19.760799527168274,39.63987971388775,41.29311536658894,35.802982864379885,36.06802050883953,45.14210772514343,37.290642430384956,32.24485230445862,46.18460772037506,38.39316052975862,34.5451538837873,38.343592726665996,42.66058945655823,43.82315129325504,34.453515430291496,40.93257804538893,30.74272816521781,34.75151733251718,19.266231561700504
35.29272426499261,54.127129793167114,36.160291204085716,39.82404731710752,46.24318363666534,36.518502702713015,41.18169965951339,39.556918144226074,39.97301550533461,47.25096123218536,46.69506887197495,41.33845378052104,45.05580431222916,37.47910756111145,45.261924823125206,31.95628825823466,50.315206151259574,54.35648365581737,39.74548337770545,43.00479447273981
60.7567599773407,45.37009568441482,25.43388732936647,46.09064121246338,52.264260464244416,45.306864091328215,51.37639103995429,45.706905489876156,44.723633357456755,40.44071166081862,48.15204860034742,50.451400028334724,27.036571298326766,40.27012501592221,38.41910824179649,37.923687076568605,27.344563354764666,49.6504111289978,47.467239034175876,43.44716649705713
39.71566302577654,36.249164113631615,43.34423243999481,45.71375330686569,39.87701740472213,50.790081196361115,41.21862701936202,41.4514202746478,44.05794430914379,46.48717548847198,36.77358148648189,39.246573815743126,44.656745274861656,37.36565656463305,55.97033589026507,50.67291963100433,38.76368414362272,46.30443502664566,38.461795806884766,43.626859267552696
44.13463731039138,43.69154901731582,56.67545427381992,53.30988999207815,13.08955807156033,49.53425722652011,35.22800910031354,47.45878057479858,55.55946500161115,47.71338562965393,52.82945052315207,42.55775607715953,34.467234796947906,46.07208752632141,36.27204066056471,51.732556595521814,47.19492127895355,44.91341806650162,49.045859951721994,13.515078534542674
47.93786073985853,41.60854614864696,46.58534438610077,25.153800851420353,50.59870643085904,40.73176684586898,49.30732443458155,54.286378523882696,44.582967007160185,38.17764596144358,26.490891906193326,28.854718656250924,45.646658265590666,19.708240071932476,53.130790048175385,16.886443905396895,43.51443614742973,49.98690679198817,39.192605783542,43.25166089194162
37.37724482536316,50.17127504613664,38.49341509739558,17.95451516830004,20.60831932399584,37.81299951553345,32.07644599881665,18.714340546551874,41.63976942409169,48.33976990298221,30.800486040115356,47.65674464702606,31.60960364341736,28.82534479372429,44.94323420524597,33.0573665109174,35.22752277056376,39.69647013147672,43.42053497405279,50.35494126771626
48.25893326809532,41.20439004898071,32.52797030551093,53.1077051030265,40.41970956843832,34.71257438483062,45.365785574913026,52.61182724104987,55.40963654220104,11.270290848137677,56.244340002536774,58.47907431423664,47.87870752811432,11.581551881212937,49.185597048865425,32.11849177735193,52.086172196600174,41.840493668209426,49.72386153539022,62.76765354474386
47.09781867265701,37.79744233687719,45.83904560804367,41.53157815725907,43.69395244689215,47.80359908342361,48.91370315300791,56.353478964637304,44.49801381429037,41.4153950629027,38.38649699091911,40.342969801114954,38.86683693528175,41.62237042730505,45.77506438493729,45.65063399076462,42.71670831333507,35.35967438309281,42.38707609610124,42.95461069453847
29.462314896285534,37.93297475576401,44.873912680149076,39.525270607160486,48.61937547984876,50.441467218928864,36.68367686271667,50.195168583016645,39.442382921775184,41.63031543856082,26.62891605922154,42.12945632501082,28.024116467027103,46.55217268466949,49.22385154272381,47.234750592708586,36.790597667694094,56.44507426374099,52.5107864273919,36.498575843297516
35.11052134301927,31.894612805048624,35.54702748192681,52.787751604528985,57.166833981871605,34.932415026205554,43.79402402639389,31.356341131802264,44.819757711319696,40.602163252623185,36.107561771686264,34.527516493430504,48.039200720034145,53.33105245758505,51.48324819405874,53.314745492405365,34.119912224156515,52.94390890333388,35.880429139504066,49.37005374306127
20.43093899620904,61.92608802659171,53.09414081573486,50.981690883636475,27.340575647354125,14.85167500479468,55.55121539320265,27.639700574259603,16.522581451344042,51.2944220751524,54.94681437810262,57.54946267604828,50.59560899436474,14.364660433360509,53.993123820849824,55.595769330859184,27.91312751173973,55.23761049338749,58.88065836979793,58.78769725561142
27.05013354619344,39.23233882947402,30.223766883214314,28.034337665095475,24.348859786987305,33.72893872627845,41.75469772382216,28.090684613873883,43.77752314805984,33.03528146086068,60.124281851450604,29.875054790127663,54.80777159859152,58.783176787694295,31.26035191218058,60.703860743840536,52.42215323448181,37.51481208205223,42.707379591465,63.16982766787211
40.00119840580484,47.259812342493156,54.93185431816999,50.27658002000106,43.24631132862785,38.117041463851926,46.637435019016266,47.66372532844544,39.19966504971186,46.2751883582065,51.46511571547564,49.919570772271406,47.427429048638594,54.9001283084645,49.46631815558985,45.78434028625488,42.38505054603923,43.082531148737125,50.13451423909929,59.12187935511271
50.12034999623018,1.0752887292341753,51.57893416285515,45.49978733062744,47.97044297268516,49.007177857791675,50.56391933229234,41.27595225624416,55.62881802022457,43.70050483000906,57.946487811895516,56.87451427323477,50.66832006772359,45.02296854390038,43.94343093633652,48.90213168294806,23.042641116351618,49.78632171530472,61.89261655807495,25.930256398948462
44.94074767827988,62.20675757726033,50.03143089347415,45.95504060983658,56.87476356327534,49.39586305618286,45.0813720703125,41.28088268779573,52.95184165901608,34.774778295446325,48.83610333336724,9.973404130270314,42.23578222592672,39.9955806421197,49.06199667328283,47.70664421319962,52.41041239102682,50.26064428530241,36.56514348433568,8.43586540222168
44.68352581262589,53.96241481602192,46.482995462417605,46.42579436302185,43.72507955914452,24.70780634880066,41.3093223138289,45.31822516918182,39.401974906524025,26.200488560729557,49.23221334658171,38.98201239109039,35.4130078598305,47.726432144641876,23.01137243784391,39.07976701985235,36.37736902787135,34.45361006701434,41.06897452603216,50.04251881440481
38.23090127110481,60.45921788215637,51.72528040409088,33.540056283657364,65.17608852045876,31.72575529416402,63.94941989013127,56.32550452737247,25.242565073465045,47.67836093902588,52.759939551353455,32.368909498740884,24.405715948656987,30.18130116308889,31.91692247390747,66.97562500408718,52.54741085276884,59.24001539548238,59.87999037106832,51.91095448864831
78.88178231499411,64.63751804828644,74.2464767369357,67.2237099011739,31.61787759406226,48.4401973172238,7.777646050161245,23.080773102609736,79.20062215328217,37.60991509437561,7.393671840749761,21.59419712153348,38.36954785346985,36.79328172940474,25.13670140324217,67.71485880705026,69.34930643168363,32.144733856464256,69.17981828176059,71.6141276542957
56.791910752654076,38.51118271549543,32.841021414156316,56.36801108191995,38.15726965665817,46.89655985832214,41.49845743179321,32.94427067041397,43.83626503944397,51.99777207655065,31.163839316368104,40.150824308395386,46.46796916723251,39.3369995303776,38.48235558426899,32.55146676096423,35.125903505545395,46.703929813284624,35.45414326809071,52.16248020860884
47.797436966615564,19.719052882904702,50.79352365599738,45.83017487274973,34.192791373641406,46.00522975360646,36.50716700920692,37.45275620792223,52.48161470890045,33.85909262987283,39.03244098750028,49.90819088150473,36.830315227093905,23.92420169711113,41.37258910049092,45.617519444889496,25.72281370162964,38.114608982334964,34.38549649273908,26.66465622931719
86.57050637765364,91.83322845564948,73.83331921100617,11.940634006261826,80.06531190872192,95.99036121368408,75.88101377487183,39.12930692797122,23.79243984222412,15.72010348524366,83.3173872364892,81.0486258506775,37.64209140777588,16.38626480954034,79.59573001861573,77.93147411346436,10.31672735149796,38.46974889437357,80.97032594680786,23.369821828603744
50.66547160882216,1.708671847434893,52.08592841204475,66.73126591954913,68.2163803407124,65.30803654744075,62.16887769332299,33.324929285049436,30.42800156593323,25.183811763922375,59.70768482983112,56.97764114538828,1.716871725661414,64.27518374269658,64.34285620280674,56.46544658054005,53.532175689935684,51.123748400632074,63.92608189582825,40.29978076271389
47.34728214740753,57.103456083933516,38.20006235440572,59.30294966697693,56.51848757266998,55.47692314783732,53.35224900526159,54.72095030148824,50.47943635990745,51.63045798242092,52.394918105181524,35.807402515411376,58.00419324636459,54.4207494109869,62.844623279571536,52.43098436295986,50.09492254257202,1.160665084939254,57.58328202792576,36.799816911037155
42.95176747712222,55.44000108540058,50.62375493610607,12.415906275788398,38.544030697449394,57.23687478701274,33.32069480419159,58.123679742217064,43.70720285177231,41.901856032284826,10.198923432826996,44.26995281946091,56.629162818193436,48.342096871799896,42.923223631722585,50.078305999437966,44.81965713500976,52.273728258469525,36.52549409866333,42.876384659246966
44.81402552127838,22.25410493214925,24.68314544359843,40.26920938491821,24.9103764295578,10.307095342212254,11.58099693722195,23.665661990642548,49.13520812988281,8.32190294265747,28.384364247322083,34.45734214782715,33.5623254776001,25.54865614573161,25.478747010231018,20.360286394755047,15.11944580078125,23.511791706085205,28.114963213602703,38.595245480537415
