5,9,10,1,23,9,11,9,41,3,22,13,9,11,13,7,41,1,11,8
5,1,10,10,6,5,13,27,21,3,7,11,11,21,7,10,26,11,8,23
19,7,5,8,7,10,13,9,13,5,13,9,9,10,10,1,18,3,1,13
1,7,52,15,7,23,6,9,5,1,26,45,14,8,10,10,3,7,8,7
11,7,9,52,7,19,5,1,10,3,3,10,105,5,5,7,8,48,10,18
4,9,8,25,9,9,7,9,3,1,1,8,9,5,4,25,13,8,192,9
15,21,5,7,11,6,15,1,1,7,9,6,7,12,3,11,6,3,34,10
10,10,15,16,5,7,14,11,7,10,10,5,8,15,11,15,1,10,11,12
8,17,11,5,12,11,12,11,9,1,6,7,3,16,12,11,8,6,13,6
1,8,15,5,10,14,8,36,19,7,7,7,3,71,19,9,7,9,1,4
6,6,14,5,3,9,1,6,3,28,27,23,6,24,6,47,25,12,7,51
5,8,11,15,4,3,7,7,16,27,3,9,11,8,9,14,11,10,1,10
7,7,4,8,13,7,33,8,7,8,19,9,7,7,1,13,4,13,19,16
12,6,1,15,13,8,15,12,8,12,12,15,13,8,13,6,3,13,13,15
12,7,7,7,11,12,11,12,11,15,12,5,6,1,1,14,11,12,15,13
8,14,3,3,14,15,8,28,5,7,5,9,15,8,9,27,15,28,1,15
