7,68,3,18,2,3,3,1,2,1,9,3,2,2,1,50,5,6,1,1,5,4,0,5,4,960.0,0.0,False,False,False
11,1,7,4,1,11,1,24,3,3,8,2,2,6,11,0,11,6,16,2,1,1,6,5,1,960.0,1.0,False,False,False
2,3,6,53,2,0,1,28,3,3,7,6,6,7,0,6,5,0,1,13,0,2,0,0,0,960.0,2.0,False,False,False
4,4,3,1,14,1,2,13,12,5,3,7,1,6,3,2,21,2,4,2,2,0,0,2,1,960.0,3.0,False,False,False
3,0,5,0,3,2,2,13,2,15,1,5,5,6,2,1,15,1,4,7,3,0,0,2,2,960.0,0.0,False,False,False
8,1,6,1,2,1,15,4,16,1,0,5,4,4,3,1,0,3,15,3,2,1,6,9,5,960.0,1.0,False,False,False
0,3,8,2,5,11,4,1,6,2,4,5,2,2,1,3,3,7,4,2,4,1,9,21,1,960.0,2.0,False,False,False
5,2,1,2,1,1,3,8,6,7,2,1,2,3,5,1,3,1,19,1,2,6,1,2,0,960.0,3.0,False,False,False
5,7,2,4,0,2,1,5,0,0,15,1,2,5,3,4,2,4,4,3,3,2,2,7,12,960.0,0.0,False,False,False
10,15,12,10,16,12,11,10,8,10,3,11,10,17,25,12,28,15,15,7,14,25,8,12,15,960.0,0.0,False,True,False
5,0,32,1,8,3,6,4,10,22,23,3,8,7,2,7,4,4,2,1,12,2,5,5,3,960.0,0.0,True,False,False
1,1,3,1,0,2,1,2,0,1,2,2,2,2,2,1,1,1,1,1,1,0,2,2,1,960.0,0.0,True,True,False
2,6,13,5,9,3,6,1,1,1,12,1,2,8,5,1,3,1,3,2,3,2,1,2,4,960.0,0.0,True,False,True
2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,960.0,0.0,True,True,True
9,0,1,10,0,1,3,7,3,4,1,2,1,1,15,4,1,2,2,5,1,6,2,2,3,960.0,1.0,False,False,False
1,7,16,14,14,20,7,20,6,9,14,22,14,8,12,29,14,12,5,7,5,27,12,4,33,960.0,1.0,False,True,False
11,19,2,1,8,2,2,13,4,3,1,1,18,3,17,4,27,3,7,2,4,1,3,11,3,960.0,1.0,True,False,False
2,2,2,2,1,2,2,1,2,2,0,1,1,1,2,1,2,2,2,1,2,1,2,2,2,960.0,1.0,True,True,False
2,2,2,0,4,0,1,4,6,4,4,0,1,2,6,12,18,6,12,1,5,2,3,1,3,960.0,1.0,True,False,True
2,0,1,1,2,2,1,1,1,2,1,1,1,3,1,1,1,2,2,1,4,1,1,1,1,960.0,1.0,True,True,True
1,1,16,1,3,24,4,9,3,3,3,0,7,83,0,1,2,42,9,1,3,3,9,2,1,960.0,2.0,False,False,False
3,1,1,10,1,1,0,1,6,5,11,5,2,0,2,2,3,2,1,4,0,9,4,5,4,960.0,0.0,False,False,False
19,7,9,20,8,24,20,22,7,22,19,11,19,16,18,20,19,7,19,20,16,10,8,21,13,960.0,0.0,False,True,False
