size_pop,max_iter,prob_mut,best_distance,time
250.0,250.0,0.25,2314.0117739027805,5.45881199836731
250.0,250.0,0.5,2326.088408334822,5.87136697769165
250.0,250.0,1.0,2323.3992989199455,6.797452926635742
250.0,500.0,0.001,2693.880431876034,10.61992883682251
250.0,500.0,0.0025,2478.1708077317708,10.707650899887085
250.0,500.0,0.01,2562.2197786727443,10.802606105804443
250.0,500.0,0.1,2271.3358935943857,10.921484231948853
250.0,500.0,0.25,2340.681244128393,11.429809093475342
250.0,500.0,0.5,2261.890263721864,12.55744481086731
250.0,500.0,1.0,2286.234026290358,13.510325908660889
250.0,1000.0,0.001,2642.345407243821,18.93384575843811
250.0,1000.0,0.0025,2514.264633600429,18.19143772125244
250.0,1000.0,0.01,2415.0410869575667,18.021498203277588
250.0,1000.0,0.1,2383.3408859288825,18.253498077392578
250.0,1000.0,0.25,2449.9602919827653,18.77126908302307
250.0,1000.0,0.5,2477.981987914171,20.242616176605225
250.0,1000.0,1.0,2298.55638008225,25.731846809387207
500.0,5.0,0.001,4327.734088054334,0.22895193099975586
500.0,5.0,0.0025,4442.150695906974,0.22084403038024902
500.0,5.0,0.01,4314.325324490836,0.1949307918548584
500.0,5.0,0.1,3971.3220710570804,0.2212209701538086
500.0,5.0,0.25,4347.36168548274,0.22603797912597656
500.0,5.0,0.5,4505.633345026099,0.23582696914672852
500.0,5.0,1.0,4312.029173564421,0.27484989166259766
500.0,10.0,0.001,3897.647387468261,0.42301368713378906
500.0,10.0,0.0025,3506.198313319238,0.44814395904541016
500.0,10.0,0.01,3829.169102103865,0.3968648910522461
500.0,10.0,0.1,3889.519112285645,0.44808292388916016
500.0,10.0,0.25,4125.99168797193,0.4688301086425781
500.0,10.0,0.5,4041.8621012504045,0.6063101291656494
500.0,10.0,1.0,4030.2062665610947,0.5437088012695312
500.0,25.0,0.001,3017.039887850003,1.062546968460083
500.0,25.0,0.0025,3038.702306171259,1.0871548652648926
500.0,25.0,0.01,3190.016726774789,1.0661449432373047
500.0,25.0,0.1,3080.262527278036,1.417752981185913
500.0,25.0,0.25,3459.0905172676844,1.184554100036621
500.0,25.0,0.5,3728.87317068349,1.1562418937683105
500.0,25.0,1.0,3617.348011106929,1.3311588764190674
500.0,50.0,0.001,2581.5892804322993,2.099498987197876
500.0,50.0,0.0025,2499.7472283713255,2.081660032272339
500.0,50.0,0.01,2585.038162131673,2.3374929428100586
500.0,50.0,0.1,2578.5841964887286,1.9391107559204102
500.0,50.0,0.25,2534.1655664831246,1.983750820159912
500.0,50.0,0.5,2503.364343008998,2.1430957317352295
500.0,50.0,1.0,3320.135976138702,2.293778896331787
500.0,100.0,0.001,2797.6770644923076,3.672600030899048
500.0,100.0,0.0025,2447.9438192379057,3.6460399627685547
500.0,100.0,0.01,2541.70412880655,3.622426986694336
500.0,100.0,0.1,2361.796703337612,3.691080093383789
500.0,100.0,0.25,2549.0757512076684,3.795022964477539
500.0,100.0,0.5,2301.6293182206086,3.9906959533691406
500.0,100.0,1.0,2302.5033184020535,4.433426856994629
500.0,250.0,0.001,2853.936068053782,8.804536819458008
500.0,250.0,0.0025,2569.1736084552117,8.934827089309692
500.0,250.0,0.01,2301.6293182206086,9.287172079086304
500.0,250.0,0.1,2317.3962251210028,9.037336826324463
500.0,250.0,0.25,2376.7362339244096,9.298290729522705
500.0,250.0,0.5,2355.3532959194495,9.674192190170288
500.0,250.0,1.0,2261.890263721864,10.765000104904175
500.0,500.0,0.001,2657.617776471836,17.30128002166748
500.0,500.0,0.0025,2271.335893594385,19.770558834075928
500.0,500.0,0.01,2533.6285091811187,19.935148000717163
500.0,500.0,0.1,2333.3484674503234,20.78478503227234
500.0,500.0,0.25,2335.2754351675608,20.335105895996094
500.0,500.0,0.5,2276.788396417836,19.904137134552002
500.0,500.0,1.0,2348.246600146296,21.89450716972351
500.0,1000.0,0.001,2567.8076446931464,34.84025287628174
500.0,1000.0,0.0025,2348.2466001462953,36.5569052696228
500.0,1000.0,0.01,2406.1257514010636,40.03816294670105
500.0,1000.0,0.1,2433.3832979060458,42.24008798599243
500.0,1000.0,0.25,2410.0970270651364,42.72608780860901
500.0,1000.0,0.5,2442.265734153869,40.22204303741455
500.0,1000.0,1.0,2384.161349355887,44.31163430213928
1000.0,5.0,0.001,4148.017723352156,0.4307219982147217
1000.0,5.0,0.0025,3988.654356970294,0.4260878562927246
1000.0,5.0,0.01,3916.096226310823,0.43794918060302734
1000.0,5.0,0.1,4254.423930467475,0.4347560405731201
1000.0,5.0,0.25,4131.569081865613,0.4519810676574707
1000.0,5.0,0.5,4432.874816634708,0.4806830883026123
1000.0,5.0,1.0,4308.05015701057,0.5614070892333984
1000.0,10.0,0.001,3850.0747125925836,0.882343053817749
1000.0,10.0,0.0025,3958.5068273403535,0.8547301292419434
1000.0,10.0,0.01,3777.474288323353,0.8930110931396484
1000.0,10.0,0.1,3847.2409676746747,0.8483479022979736
1000.0,10.0,0.25,3834.5933261792707,0.9141790866851807
1000.0,10.0,0.5,3795.1993601067143,0.9537601470947266
1000.0,10.0,1.0,3908.7677020799338,1.0775659084320068
1000.0,25.0,0.001,2586.762566296003,2.158027172088623
1000.0,25.0,0.0025,2959.1283523122215,2.107524871826172
1000.0,25.0,0.01,2943.0469120957696,2.1129348278045654
1000.0,25.0,0.1,2910.545233109435,2.170680046081543
1000.0,25.0,0.25,3341.6118568053435,2.1490092277526855
1000.0,25.0,0.5,3425.311934607601,3.133635997772217
1000.0,25.0,1.0,3513.531540211142,2.59755802154541
1000.0,50.0,0.001,2510.1629330553483,4.004909038543701
1000.0,50.0,0.0025,2613.774653681814,4.059601068496704
1000.0,50.0,0.01,2525.8314436524824,4.100086212158203
1000.0,50.0,0.1,2434.202748089919,4.173898935317993
1000.0,50.0,0.25,2358.725425912514,4.268043041229248
1000.0,50.0,0.5,2611.4631872690106,4.562348127365112
1000.0,50.0,1.0,3271.381630274668,5.108720779418945
1000.0,100.0,0.001,2516.7222726071823,8.024835109710693
1000.0,100.0,0.0025,2307.2068884375794,8.140403985977173
1000.0,100.0,0.01,2577.6312233379003,8.87955927848816
1000.0,100.0,0.1,2462.6336189069625,8.625128984451294
1000.0,100.0,0.25,2275.391507737557,8.815035104751587
1000.0,100.0,0.5,2411.1583640418994,9.370609283447266
1000.0,100.0,1.0,2580.484098229254,10.60909914970398
1000.0,250.0,0.001,2651.6334202902144,21.34612202644348
1000.0,250.0,0.0025,2408.76854743558,20.631577968597412
1000.0,250.0,0.01,2489.2476437171435,20.819661140441895
1000.0,250.0,0.1,2295.4121702499324,21.93165612220764
1000.0,250.0,0.25,2261.8902637218644,22.182061910629272
1000.0,250.0,0.5,2453.765874304513,23.379150867462158
1000.0,250.0,1.0,2271.335893594385,25.87557077407837
1000.0,500.0,0.001,2528.1502107260776,41.17276406288147
1000.0,500.0,0.0025,2644.8143435447596,41.53966736793518
1000.0,500.0,0.01,2271.335893594385,41.660622119903564
1000.0,500.0,0.1,2301.629318220608,42.409533977508545
1000.0,500.0,0.25,2271.335893594385,44.62552762031555
1000.0,500.0,0.5,2261.890263721864,47.55600094795227
1000.0,500.0,1.0,2360.568953938188,52.359102964401245
1000.0,1000.0,0.001,2453.3295281602145,83.56956315040588
1000.0,1000.0,0.0025,2295.412170249932,83.10330510139465
1000.0,1000.0,0.01,2295.412170249932,83.93714189529419
1000.0,1000.0,0.1,2261.890263721864,85.96932911872864
1000.0,1000.0,0.25,2314.0117739027805,78.69146490097046
1000.0,1000.0,0.5,2333.348467450323,81.78289294242859
1000.0,1000.0,1.0,2301.629318220608,102.88100099563599
