UAV_00,UAV_01,UAV_02,UAV_03,UAV_04,target_00,target_01,target_02,target_03,target_04,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30,target_31,target_32,target_33,target_34,target_35,target_36,target_37,target_38,target_39,target_40,target_41,target_42,target_43,target_44,target_45,target_46,target_47,target_48,target_49,target_50,target_51,target_52,target_53,target_54,target_55,target_56,target_57,target_58,target_59,target_60,target_61,target_62,target_63,target_64,target_65,target_66,target_67,target_68,target_69,target_70,target_71,target_72,target_73,target_74,target_75,target_76,target_77,target_78,target_79,target_80,target_81,target_82,target_83,target_84,target_85,target_86,target_87,target_88,target_89,target_90,target_91,target_92,target_93,target_94,target_95,target_96,target_97,target_98,target_99
"[40.33968448026398, -201.23231287653604]","[-70.06863262661564, 192.8937492348941]","[59.0, 157.0]","[-11.0, -25.0]","[164.0, 151.0]","[9.0, 129.0]","[-226.0, 166.0]","[-212.0, 173.0]","[203.0, -8.0]","[-202.0, -220.0]","[30.0, -73.0]","[168.0, -167.0]","[-196.0, -51.0]","[-202.0, -148.0]","[103.0, 2.0]","[173.0, -111.0]","[32.0, -109.0]","[139.0, 186.0]","[-100.0, -82.0]","[109.0, -101.0]","[165.0, 153.0]","[183.0, 72.0]","[-3.0, 146.0]","[145.0, 66.0]","[109.0, -39.0]","[81.0, 232.0]","[-15.0, -142.0]","[-118.0, 241.0]","[110.0, -248.0]","[-99.0, -50.0]","[-174.0, -59.0]","[-133.0, -248.0]","[-84.0, -185.0]","[-181.0, -97.0]","[-120.0, 185.0]","[78.0, 112.0]","[-108.0, 114.0]","[210.0, 131.0]","[179.0, -155.0]","[169.0, 213.0]","[127.0, -207.0]","[196.0181292055741, -47.93519071382325]","[-89.0, -79.0]","[115.0, 240.0]","[-87.0, 221.0]","[-181.0, 53.0]","[97.0, 101.0]","[-17.0, -192.0]","[-234.0, 9.0]","[162.0, -9.0]","[111.0, 168.0]","[-184.0, -152.0]","[-222.0, 64.0]","[98.0, 182.0]","[-173.0, 197.0]","[98.0, 54.0]","[-11.0, 95.0]","[116.0, 36.0]","[-104.0, -191.0]","[-145.0, 3.0]","[250.0, 85.0]","[-237.0, -224.0]","[32.0, 221.0]","[221.0, 39.0]","[62.0, -145.0]","[-100.0, 108.0]","[-180.0, 83.0]","[-109.0, 225.0]","[-240.0, -137.0]","[36.0, -206.0]","[-58.0, 34.0]","[-15.0, 42.0]","[248.0, 66.0]","[-162.0, 96.0]","[113.0, 30.0]","[160.0, -87.0]","[86.0, -36.0]","[175.0, 155.0]","[133.0, 102.0]","[246.0, -110.0]","[160.0, -173.0]","[0.0, -227.0]","[-84.0, 15.0]","[112.0, 216.0]","[165.0, 138.0]","[44.0, 1.0]","[167.0, -173.0]","[-94.0, -174.0]","[82.0, -129.0]","[22.0, 75.0]","[-248.0, -127.0]","[56.0, -232.0]","[-116.0, 69.0]","[-175.0, 51.0]","[141.0, 123.0]","[-19.0, -5.0]","[35.0, 29.0]","[67.0, 130.0]","[-73.0, 153.0]","[-61.0, 13.0]","[-243.0, 93.0]","[-94.08000000000396, 29.0]","[144.98499999999547, 180.0]","[-121.0, 122.0]","[-221.13999999998984, 143.0]"
"[40.33968448026398, -201.23231287653604]","[-70.06863262661564, 192.8937492348941]","[58.96725127315889, 155.67407950191773]","[-10.988116363180962, -25.424161294767345]","[164.020324212715, 149.22444356112305]","[7.741799513503862, 127.40331697766818]","[-225.96532713405222, 166.5508389974216]","[-210.60670738603403, 173.52006855902428]","[204.91044532268538, -9.961763872207047]","[-203.0218617099543, -218.02916223831747]","[28.71720944226778, -72.32063308016204]","[168.06864546288622, -166.04103702220272]","[-195.31278037889683, -49.52486228221225]","[-203.87035873066097, -146.96489651122747]","[103.06979215884816, 2.0764588652251117]","[173.91749086039258, -109.60220415160242]","[31.29589649121537, -107.4921048904122]","[138.69717305335794, 187.3869881411145]","[-98.46249869034473, -80.18743595057371]","[110.09386805221361, -100.38007463065345]","[165.30674545901738, 151.54744391045367]","[181.2623198902427, 70.64670693847425]","[-4.316206020111733, 146.27425016825416]","[144.13744399569075, 67.62561950929826]","[108.49080063171101, -39.68874768404073]","[79.43836145551211, 233.966974562475]","[-14.94635281277074, -141.17628638523422]","[-119.63539884325401, 239.8259772891261]","[108.85631531056487, -247.58630835779041]","[-97.41016732267708, -48.04069012481867]","[-174.67091556876343, -58.099047992265376]","[-134.30918146455545, -247.17340192090168]","[-82.2809078045435, -184.96217762280637]","[-181.20617922461935, -97.00708689492775]","[-118.3980852772627, 185.50525101753013]","[76.6122334561558, 113.41556776249827]","[-109.06971844680277, 114.98931521412568]","[208.17620971075476, 130.99302131711624]","[178.55853833733312, -153.7864969242109]","[170.91805875111172, 214.47834337015348]","[126.20118401642456, -205.36742655355573]","[195.05422381314233, -46.822791117598065]","[-89.68233059333762, -80.44428394753417]","[114.80304087108112, 240.32319665784212]","[-87.0, 222.22818529740732]","[-181.0, 53.0]","[97.0, 101.0]","[-17.0, -192.0]","[-234.0, 9.0]","[162.0, -9.0]","[111.0, 168.0]","[-184.0, -152.0]","[-222.0, 64.0]","[98.0, 182.0]","[-173.0, 197.0]","[98.0, 54.0]","[-11.0, 95.0]","[116.0, 36.0]","[-104.0, -191.0]","[-145.0, 3.0]","[250.0, 85.0]","[-237.0, -224.0]","[32.0, 221.0]","[221.0, 39.0]","[62.0, -145.0]","[-100.0, 108.0]","[-180.0, 83.0]","[-109.0, 225.0]","[-240.0, -137.0]","[36.0, -206.0]","[-58.0, 34.0]","[-15.0, 42.0]","[248.0, 66.0]","[-162.0, 96.0]","[113.0, 30.0]","[160.0, -87.0]","[86.0, -36.0]","[175.0, 155.0]","[133.0, 102.0]","[246.0, -110.0]","[160.0, -173.0]","[0.0, -227.0]","[-84.0, 15.0]","[112.0, 216.0]","[165.9154164345771, 134.64290348828823]","[44.0, 1.0]","[167.0, -173.0]","[-94.0, -174.0]","[82.0, -129.0]","[22.0, 75.0]","[-248.0, -127.0]","[56.0, -232.0]","[-116.0, 69.0]","[-175.0, 51.0]","[141.0, 123.0]","[-19.0, -5.0]","[35.0, 29.0]","[67.0, 130.0]","[-73.0, 153.0]","[-61.0, 13.0]","[-241.30608542501022, 73.07273435592879]","[-51.185496590355285, 14.515109051552539]","[159.68313548808052, 169.20246857309363]","[-106.28197324991392, 109.2000274455486]","[-199.9672813283276, 163.8545469271249]"
"[40.33968448026398, -201.23231287653604]","[-70.06863262661564, 192.8937492348941]","[58.96725127315889, 155.67407950191773]","[-10.988116363180962, -25.424161294767345]","[168.4432578722175, 139.1538523638117]","[7.741799513503862, 127.40331697766818]","[-225.96532713405222, 166.5508389974216]","[-210.60670738603403, 173.52006855902428]","[204.91044532268538, -9.961763872207047]","[-203.0218617099543, -218.02916223831747]","[28.71720944226778, -72.32063308016204]","[168.06864546288622, -166.04103702220272]","[-195.31278037889683, -49.52486228221225]","[-203.87035873066097, -146.96489651122747]","[103.06979215884816, 2.0764588652251117]","[173.91749086039258, -109.60220415160242]","[31.29589649121537, -107.4921048904122]","[138.69717305335794, 187.3869881411145]","[-98.46249869034473, -80.18743595057371]","[110.09386805221361, -100.38007463065345]","[165.30674545901738, 151.54744391045367]","[181.2623198902427, 70.64670693847425]","[-4.316206020111733, 146.27425016825416]","[144.13744399569075, 67.62561950929826]","[108.49080063171101, -39.68874768404073]","[79.43836145551211, 233.966974562475]","[-14.94635281277074, -141.17628638523422]","[-119.63539884325401, 239.8259772891261]","[108.85631531056487, -247.58630835779041]","[-97.41016732267708, -48.04069012481867]","[-174.67091556876343, -58.099047992265376]","[-134.30918146455545, -247.17340192090168]","[-82.2809078045435, -184.96217762280637]","[-181.20617922461935, -97.00708689492775]","[-118.3980852772627, 185.50525101753013]","[76.6122334561558, 113.41556776249827]","[-109.06971844680277, 114.98931521412568]","[208.17620971075476, 130.99302131711624]","[178.55853833733312, -153.7864969242109]","[170.91805875111172, 214.47834337015348]","[126.20118401642456, -205.36742655355573]","[195.05422381314233, -46.822791117598065]","[-89.68233059333762, -80.44428394753417]","[114.80304087108112, 240.32319665784212]","[-86.78267038569464, 222.22818529740732]","[-180.063184536235, 54.86143397683003]","[98.4250501799035, 100.71106701413088]","[-16.967727970022654, -191.72117869891787]","[-232.79573605496043, 7.044630979382035]","[160.02290934970074, -7.726542731745459]","[111.84139222422434, 168.24315003928777]","[-182.27536255094972, -153.11958957123238]","[-222.4668712549117, 64.34933641493497]","[97.62832274323523, 182.59037468710454]","[-174.89108459885512, 198.6239544860541]","[97.07946284770841, 53.3935884056953]","[-12.88674234975054, 93.29517657555435]","[114.5853992033233, 34.768678627660464]","[-103.51498801704055, -189.33499830266828]","[-146.82208794805842, 3.9380356544652306]","[249.4088152521201, 86.63258085992604]","[-236.60711531295425, -225.97712871654213]","[32.26904214484746, 221.46755005729932]","[220.193567332455, 38.05534431751481]","[63.23975690721235, -144.18695052851103]","[-100.315128053649, 106.96975995840639]","[-178.50463753197405, 81.06434341482135]","[-109.99950014791833, 224.36422377608062]","[-239.1212282039103, -135.3838356460404]","[37.342477141523766, -205.24736205473317]","[-57.31513174003837, 32.02071510869761]","[-13.927086381917842, 40.76808830720262]","[248.7068244860312, 66.63113169984686]","[-163.7380879254062, 96.61776679166188]","[111.9323023007359, 30.203246457748172]","[160.95015990254922, -85.06390371590152]","[84.95099261524084, -36.50176051933165]","[174.54209594488657, 153.8320889831468]","[133.17177794307784, 102.37243181453243]","[246.60617005010465, -109.25403202391135]","[161.8354069070262, -174.55559854586895]","[-1.1631372997230982, -226.96990794226363]","[-83.37118395240574, 13.709213926859622]","[111.16142379487242, 216.90048754512148]","[169.59213333744123, 113.73587752406885]","[44.0448531858371, 2.6680976539547974]","[166.0722118619984, -173.48124313422022]","[-94.0, -174.0]","[82.0, -129.0]","[22.0, 75.0]","[-248.0, -127.0]","[56.0, -232.0]","[-116.0, 69.0]","[-175.0, 51.0]","[141.0, 123.0]","[-19.0, -5.0]","[35.0, 29.0]","[67.0, 130.0]","[-73.0, 153.0]","[-61.0, 13.0]","[-237.41723928806186, 27.57878689051342]","[-70.25120580754732, -26.89624634853315]","[165.146927755423, 124.58797984474043]","[-72.01064628601625, 79.77705281732443]","[-215.11264493693162, 169.1308773479418]"
"[40.33968448026398, -201.23231287653604]","[-70.06863262661564, 192.8937492348941]","[58.96725127315889, 155.67407950191773]","[-10.988116363180962, -25.424161294767345]","[175.3913277851666, 124.2192815572858]","[7.741799513503862, 127.40331697766818]","[-225.96532713405222, 166.5508389974216]","[-210.60670738603403, 173.52006855902428]","[204.91044532268538, -9.961763872207047]","[-203.0218617099543, -218.02916223831747]","[28.71720944226778, -72.32063308016204]","[168.06864546288622, -166.04103702220272]","[-195.31278037889683, -49.52486228221225]","[-203.87035873066097, -146.96489651122747]","[103.06979215884816, 2.0764588652251117]","[173.91749086039258, -109.60220415160242]","[31.29589649121537, -107.4921048904122]","[138.69717305335794, 187.3869881411145]","[-98.46249869034473, -80.18743595057371]","[110.09386805221361, -100.38007463065345]","[165.30674545901738, 151.54744391045367]","[181.2623198902427, 70.64670693847425]","[-4.316206020111733, 146.27425016825416]","[144.13744399569075, 67.62561950929826]","[108.49080063171101, -39.68874768404073]","[79.43836145551211, 233.966974562475]","[-14.94635281277074, -141.17628638523422]","[-119.63539884325401, 239.8259772891261]","[108.85631531056487, -247.58630835779041]","[-97.41016732267708, -48.04069012481867]","[-174.67091556876343, -58.099047992265376]","[-134.30918146455545, -247.17340192090168]","[-82.2809078045435, -184.96217762280637]","[-181.20617922461935, -97.00708689492775]","[-118.3980852772627, 185.50525101753013]","[76.6122334561558, 113.41556776249827]","[-109.06971844680277, 114.98931521412568]","[208.17620971075476, 130.99302131711624]","[178.55853833733312, -153.7864969242109]","[170.91805875111172, 214.47834337015348]","[126.20118401642456, -205.36742655355573]","[195.05422381314233, -46.822791117598065]","[-89.68233059333762, -80.44428394753417]","[114.80304087108112, 240.32319665784212]","[-86.78267038569464, 222.22818529740732]","[-180.063184536235, 54.86143397683003]","[98.4250501799035, 100.71106701413088]","[-16.967727970022654, -191.72117869891787]","[-232.79573605496043, 7.044630979382035]","[160.02290934970074, -7.726542731745459]","[111.84139222422434, 168.24315003928777]","[-182.27536255094972, -153.11958957123238]","[-222.4668712549117, 64.34933641493497]","[97.62832274323523, 182.59037468710454]","[-174.89108459885512, 198.6239544860541]","[97.07946284770841, 53.3935884056953]","[-12.88674234975054, 93.29517657555435]","[114.5853992033233, 34.768678627660464]","[-103.51498801704055, -189.33499830266828]","[-146.82208794805842, 3.9380356544652306]","[249.4088152521201, 86.63258085992604]","[-236.60711531295425, -225.97712871654213]","[32.26904214484746, 221.46755005729932]","[220.193567332455, 38.05534431751481]","[63.23975690721235, -144.18695052851103]","[-100.315128053649, 106.96975995840639]","[-178.50463753197405, 81.06434341482135]","[-109.99950014791833, 224.36422377608062]","[-239.1212282039103, -135.3838356460404]","[37.342477141523766, -205.24736205473317]","[-57.31513174003837, 32.02071510869761]","[-13.927086381917842, 40.76808830720262]","[248.7068244860312, 66.63113169984686]","[-163.7380879254062, 96.61776679166188]","[111.9323023007359, 30.203246457748172]","[160.95015990254922, -85.06390371590152]","[84.95099261524084, -36.50176051933165]","[174.54209594488657, 153.8320889831468]","[133.17177794307784, 102.37243181453243]","[246.60617005010465, -109.25403202391135]","[161.8354069070262, -174.55559854586895]","[-1.1631372997230982, -226.96990794226363]","[-83.37118395240574, 13.709213926859622]","[111.16142379487242, 216.90048754512148]","[169.59213333744123, 113.73587752406885]","[44.0448531858371, 2.6680976539547974]","[166.0722118619984, -173.48124313422022]","[-93.01906165418085, -175.28724284002686]","[81.77639476438156, -130.07114942204802]","[22.80991100416694, 76.9057651849796]","[-249.81972014320547, -125.64475363801645]","[57.26408871550054, -232.55524396906756]","[-115.43490426146784, 69.17097780322784]","[-176.36798471163874, 50.81886674128562]","[139.69449351154955, 124.71569779852194]","[-19.18918020485039, -5.46423348875056]","[36.24368628800363, 29.755248330433222]","[65.68805823196887, 128.7302574130325]","[-73.2355001893756, 154.59873276269968]","[-62.211871798197656, 13.551047348719884]","[-233.4500027381864, -18.85174206017847]","[-86.52027607939254, -62.02324693790607]","[170.57135495479665, 80.24900272839893]","[-36.511553959856, 49.11452936885059]","[-214.64577993948876, 171.40313439978482]"
"[39.67936896052797, -199.46462575307208]","[-70.13726525323128, 193.7874984697882]","[58.93450254631777, 154.34815900383546]","[-10.976232726361925, -25.84832258953469]","[178.36760386225555, 116.03525695091241]","[6.483599027007724, 125.80663395533637]","[-225.93065426810443, 167.10167799484321]","[-209.21341477206806, 174.04013711804856]","[206.82089064537075, -11.923527744414095]","[-204.0437234199086, -216.05832447663494]","[27.43441888453556, -71.64126616032408]","[168.13729092577245, -165.08207404440543]","[-194.62556075779366, -48.049724564424494]","[-205.74071746132194, -145.92979302245493]","[103.13958431769632, 2.1529177304502234]","[174.83498172078515, -108.20440830320484]","[30.59179298243074, -105.98420978082439]","[138.3943461067159, 188.773976282229]","[-96.92499738068946, -78.37487190114743]","[111.18773610442722, -99.7601492613069]","[165.61349091803476, 150.09488782090733]","[179.52463978048542, 69.2934138769485]","[-5.632412040223466, 146.5485003365083]","[143.2748879913815, 69.25123901859652]","[107.98160126342202, -40.377495368081455]","[77.87672291102422, 235.93394912495]","[-14.892705625541481, -140.35257277046844]","[-121.27079768650802, 238.65195457825217]","[107.71263062112973, -247.17261671558083]","[-95.82033464535417, -46.081380249637334]","[-175.34183113752687, -57.19809598453075]","[-135.6183629291109, -246.34680384180336]","[-80.561815609087, -184.92435524561273]","[-181.4123584492387, -97.0141737898555]","[-118.3980852772627, 185.50525101753013]","[76.6122334561558, 113.41556776249827]","[-109.06971844680277, 114.98931521412568]","[208.17620971075476, 130.99302131711624]","[178.55853833733312, -153.7864969242109]","[170.91805875111172, 214.47834337015348]","[126.20118401642456, -205.36742655355573]","[195.05422381314233, -46.822791117598065]","[-89.68233059333762, -80.44428394753417]","[114.80304087108112, 240.32319665784212]","[-86.78267038569464, 222.22818529740732]","[-180.063184536235, 54.86143397683003]","[98.4250501799035, 100.71106701413088]","[-16.967727970022654, -191.72117869891787]","[-232.79573605496043, 7.044630979382035]","[160.02290934970074, -7.726542731745459]","[111.84139222422434, 168.24315003928777]","[-182.27536255094972, -153.11958957123238]","[-222.4668712549117, 64.34933641493497]","[97.62832274323523, 182.59037468710454]","[-174.89108459885512, 198.6239544860541]","[97.07946284770841, 53.3935884056953]","[-12.88674234975054, 93.29517657555435]","[114.5853992033233, 34.768678627660464]","[-103.51498801704055, -189.33499830266828]","[-146.82208794805842, 3.9380356544652306]","[249.4088152521201, 86.63258085992604]","[-236.60711531295425, -225.97712871654213]","[32.26904214484746, 221.46755005729932]","[220.193567332455, 38.05534431751481]","[63.23975690721235, -144.18695052851103]","[-100.315128053649, 106.96975995840639]","[-178.50463753197405, 81.06434341482135]","[-109.99950014791833, 224.36422377608062]","[-239.1212282039103, -135.3838356460404]","[37.342477141523766, -205.24736205473317]","[-57.31513174003837, 32.02071510869761]","[-13.927086381917842, 40.76808830720262]","[248.7068244860312, 66.63113169984686]","[-163.7380879254062, 96.61776679166188]","[111.9323023007359, 30.203246457748172]","[160.95015990254922, -85.06390371590152]","[84.95099261524084, -36.50176051933165]","[174.54209594488657, 153.8320889831468]","[133.17177794307784, 102.37243181453243]","[246.60617005010465, -109.25403202391135]","[161.8354069070262, -174.55559854586895]","[-1.1631372997230982, -226.96990794226363]","[-83.37118395240574, 13.709213926859622]","[111.16142379487242, 216.90048754512148]","[169.59213333744123, 113.73587752406885]","[44.0448531858371, 2.6680976539547974]","[166.0722118619984, -173.48124313422022]","[-93.01906165418085, -175.28724284002686]","[81.77639476438156, -130.07114942204802]","[22.80991100416694, 76.9057651849796]","[-249.81972014320547, -125.64475363801645]","[57.26408871550054, -232.55524396906756]","[-115.43490426146784, 69.17097780322784]","[-176.36798471163874, 50.81886674128562]","[139.69449351154955, 124.71569779852194]","[-19.18918020485039, -5.46423348875056]","[36.24368628800363, 29.755248330433222]","[65.68805823196887, 128.7302574130325]","[-73.2355001893756, 154.59873276269968]","[-62.211871798197656, 13.551047348719884]","[-227.8740585838941, -84.01390071629368]","[-47.930673271931454, -78.00319767467491]","[184.8881057821981, 41.932107130219435]","[12.93252766608023, 6.526241481280031]","[-214.31207088519906, 171.82395040808365]"
"[39.67936896052797, -199.46462575307208]","[-70.13726525323128, 193.7874984697882]","[58.93450254631777, 154.34815900383546]","[-10.976232726361925, -25.84832258953469]","[178.36760386225555, 116.03525695091241]","[6.483599027007724, 125.80663395533637]","[-225.93065426810443, 167.10167799484321]","[-209.21341477206806, 174.04013711804856]","[206.82089064537075, -11.923527744414095]","[-204.0437234199086, -216.05832447663494]","[27.43441888453556, -71.64126616032408]","[168.13729092577245, -165.08207404440543]","[-194.62556075779366, -48.049724564424494]","[-205.74071746132194, -145.92979302245493]","[103.13958431769632, 2.1529177304502234]","[174.83498172078515, -108.20440830320484]","[30.59179298243074, -105.98420978082439]","[138.3943461067159, 188.773976282229]","[-96.92499738068946, -78.37487190114743]","[111.18773610442722, -99.7601492613069]","[165.61349091803476, 150.09488782090733]","[179.52463978048542, 69.2934138769485]","[-5.632412040223466, 146.5485003365083]","[143.2748879913815, 69.25123901859652]","[107.98160126342202, -40.377495368081455]","[77.87672291102422, 235.93394912495]","[-14.892705625541481, -140.35257277046844]","[-121.27079768650802, 238.65195457825217]","[107.71263062112973, -247.17261671558083]","[-95.82033464535417, -46.081380249637334]","[-175.34183113752687, -57.19809598453075]","[-135.6183629291109, -246.34680384180336]","[-80.561815609087, -184.92435524561273]","[-181.4123584492387, -97.0141737898555]","[-116.79617055452539, 186.01050203506026]","[75.22446691231161, 114.83113552499654]","[-110.13943689360553, 115.97863042825136]","[206.35241942150952, 130.9860426342325]","[178.11707667466624, -152.5729938484218]","[172.83611750222343, 215.95668674030696]","[125.40236803284913, -203.73485310711146]","[194.09031842071056, -45.71039152137288]","[-90.36466118667525, -81.88856789506835]","[114.60608174216225, 240.64639331568424]","[-86.56534077138929, 223.45637059481464]","[-179.12636907247003, 56.72286795366006]","[99.85010035980699, 100.42213402826175]","[-16.93545594004531, -191.44235739783574]","[-231.59147210992086, 5.0892619587640695]","[158.04581869940148, -6.453085463490918]","[112.68278444844867, 168.48630007857554]","[-180.55072510189945, -154.23917914246476]","[-222.9337425098234, 64.69867282986993]","[97.25664548647046, 183.18074937420909]","[-176.78216919771023, 200.24790897210818]","[96.15892569541683, 52.787176811390594]","[-14.77348469950108, 91.5903531511087]","[113.17079840664661, 33.53735725532093]","[-103.0299760340811, -187.66999660533656]","[-148.64417589611685, 4.876071308930461]","[248.81763050424019, 88.26516171985207]","[-236.2142306259085, -227.95425743308425]","[32.53808428969492, 221.93510011459864]","[219.38713466490998, 37.11068863502962]","[64.4795138144247, -143.37390105702207]","[-100.63025610729801, 105.93951991681277]","[-177.0092750639481, 79.1286868296427]","[-110.99900029583665, 223.72844755216124]","[-238.2424564078206, -133.76767129208082]","[38.68495428304753, -204.49472410946635]","[-56.630263480076735, 30.041430217395213]","[-12.854172763835685, 39.536176614405235]","[249.4136489720624, 67.26226339969372]","[-165.4761758508124, 97.23553358332376]","[110.8646046014718, 30.406492915496344]","[160.95015990254922, -85.06390371590152]","[84.95099261524084, -36.50176051933165]","[174.54209594488657, 153.8320889831468]","[133.17177794307784, 102.37243181453243]","[246.60617005010465, -109.25403202391135]","[161.8354069070262, -174.55559854586895]","[-1.1631372997230982, -226.96990794226363]","[-83.37118395240574, 13.709213926859622]","[111.16142379487242, 216.90048754512148]","[169.59213333744123, 113.73587752406885]","[44.0448531858371, 2.6680976539547974]","[166.0722118619984, -173.48124313422022]","[-93.01906165418085, -175.28724284002686]","[81.77639476438156, -130.07114942204802]","[22.80991100416694, 76.9057651849796]","[-249.81972014320547, -125.64475363801645]","[57.26408871550054, -232.55524396906756]","[-115.43490426146784, 69.17097780322784]","[-176.36798471163874, 50.81886674128562]","[139.69449351154955, 124.71569779852194]","[-19.18918020485039, -5.46423348875056]","[36.24368628800363, 29.755248330433222]","[65.68805823196887, 128.7302574130325]","[-73.2355001893756, 154.59873276269968]","[-62.211871798197656, 13.551047348719884]","[-222.40036279428932, -148.2394778871352]","[11.567841397010387, -93.89909437173677]","[210.19219659496738, -10.359109126993165]","[62.25534851549368, -35.85328028919548]","[-216.34948060173394, 171.25862372321993]"
"[39.67936896052797, -199.46462575307208]","[-70.13726525323128, 193.7874984697882]","[58.93450254631777, 154.34815900383546]","[-10.976232726361925, -25.84832258953469]","[178.36760386225555, 116.03525695091241]","[6.483599027007724, 125.80663395533637]","[-225.93065426810443, 167.10167799484321]","[-209.21341477206806, 174.04013711804856]","[206.82089064537075, -11.923527744414095]","[-204.0437234199086, -216.05832447663494]","[27.43441888453556, -71.64126616032408]","[168.13729092577245, -165.08207404440543]","[-194.62556075779366, -48.049724564424494]","[-205.74071746132194, -145.92979302245493]","[103.13958431769632, 2.1529177304502234]","[174.83498172078515, -108.20440830320484]","[30.59179298243074, -105.98420978082439]","[138.3943461067159, 188.773976282229]","[-96.92499738068946, -78.37487190114743]","[111.18773610442722, -99.7601492613069]","[165.61349091803476, 150.09488782090733]","[179.52463978048542, 69.2934138769485]","[-5.632412040223466, 146.5485003365083]","[143.2748879913815, 69.25123901859652]","[107.98160126342202, -40.377495368081455]","[77.87672291102422, 235.93394912495]","[-14.892705625541481, -140.35257277046844]","[-121.27079768650802, 238.65195457825217]","[107.71263062112973, -247.17261671558083]","[-95.82033464535417, -46.081380249637334]","[-175.34183113752687, -57.19809598453075]","[-135.6183629291109, -246.34680384180336]","[-80.561815609087, -184.92435524561273]","[-181.4123584492387, -97.0141737898555]","[-116.79617055452539, 186.01050203506026]","[75.22446691231161, 114.83113552499654]","[-110.13943689360553, 115.97863042825136]","[206.35241942150952, 130.9860426342325]","[178.11707667466624, -152.5729938484218]","[172.83611750222343, 215.95668674030696]","[125.40236803284913, -203.73485310711146]","[194.09031842071056, -45.71039152137288]","[-90.36466118667525, -81.88856789506835]","[114.60608174216225, 240.64639331568424]","[-86.56534077138929, 223.45637059481464]","[-179.12636907247003, 56.72286795366006]","[99.85010035980699, 100.42213402826175]","[-16.93545594004531, -191.44235739783574]","[-231.59147210992086, 5.0892619587640695]","[158.04581869940148, -6.453085463490918]","[112.68278444844867, 168.48630007857554]","[-180.55072510189945, -154.23917914246476]","[-222.9337425098234, 64.69867282986993]","[97.25664548647046, 183.18074937420909]","[-176.78216919771023, 200.24790897210818]","[96.15892569541683, 52.787176811390594]","[-14.77348469950108, 91.5903531511087]","[113.17079840664661, 33.53735725532093]","[-103.0299760340811, -187.66999660533656]","[-148.64417589611685, 4.876071308930461]","[248.81763050424019, 88.26516171985207]","[-236.2142306259085, -227.95425743308425]","[32.53808428969492, 221.93510011459864]","[219.38713466490998, 37.11068863502962]","[64.4795138144247, -143.37390105702207]","[-100.63025610729801, 105.93951991681277]","[-177.0092750639481, 79.1286868296427]","[-110.99900029583665, 223.72844755216124]","[-238.2424564078206, -133.76767129208082]","[38.68495428304753, -204.49472410946635]","[-56.630263480076735, 30.041430217395213]","[-12.854172763835685, 39.536176614405235]","[249.4136489720624, 67.26226339969372]","[-165.4761758508124, 97.23553358332376]","[110.8646046014718, 30.406492915496344]","[161.90031980509843, -83.12780743180303]","[83.90198523048167, -37.003521038663294]","[174.08419188977314, 152.6641779662936]","[133.34355588615568, 102.74486362906487]","[247.2123401002093, -108.5080640478227]","[163.6708138140524, -176.1111970917379]","[-2.3262745994461964, -226.93981588452726]","[-82.74236790481149, 12.418427853719244]","[110.32284758974484, 217.80097509024296]","[170.26209961974288, 114.09051650145346]","[44.0897063716742, 4.336195307909595]","[165.1444237239968, -173.96248626844044]","[-92.03812330836169, -176.57448568005373]","[81.55278952876313, -131.14229884409605]","[23.619822008333877, 78.8115303699592]","[-251.63944028641095, -124.28950727603291]","[58.52817743100108, -233.11048793813512]","[-114.86980852293567, 69.34195560645568]","[-177.73596942327748, 50.637733482571235]","[138.3889870230991, 126.43139559704389]","[-19.378360409700782, -5.92846697750112]","[37.48737257600726, 30.510496660866444]","[64.37611646393773, 127.46051482606498]","[-73.4710003787512, 156.19746552539937]","[-63.42374359639531, 14.102094697439767]","[-219.43814246232154, -182.5193566113608]","[26.388039614041237, -123.55976582252454]","[201.0500856066319, -47.353918118841854]","[108.16771002528847, -75.3361721849701]","[-221.68997303206035, 169.1481450790168]"
