target_00,target_01,target_02,target_03,target_04,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30,target_31,target_32,target_33,target_34,target_35,target_36,target_37,target_38,target_39,target_40,target_41,target_42,target_43,target_44,target_45,target_46,target_47,target_48,target_49,target_50,target_51,target_52,target_53,target_54,target_55,target_56,target_57,target_58,target_59,target_60,target_61,target_62,target_63,target_64,target_65,target_66,target_67,target_68,target_69,target_70,target_71,target_72,target_73,target_74,target_75,target_76,target_77,target_78,target_79,target_80,target_81,target_82,target_83,target_84,target_85,target_86,target_87,target_88,target_89,target_90,target_91,target_92,target_93,target_94,target_95,target_96,target_97,target_98,target_99
153.5928641642875,111.23068641341709,166.84755197484935,105.04457910811004,111.7899816620434,78.11085455940139,58.571201114541196,102.42590297380838,192.5123372669918,208.7119201195763,24.203008077511175,71.16786915455563,101.41283745167496,46.538431430378694,29.296853073325153,102.47451195297283,116.81816468340736,95.86378669758459,33.585169346008485,82.30689886030021,105.25866045129202,73.97758849813735,229.60005574912222,43.25812756003182,78.9421661724574,186.8124878052858,121.54614596934024,108.60498883569038,21.782644467559116,36.53526515573669,117.50006638296135,185.3024554613349,142.56179572382092,21.686530381782894,48.26619520948376,210.33436618869362,70.36750386364416,21.02379604162864,95.86325469125335,198.95744670657567,191.59599578279446,42.42640687119285,28.669593649020175,242.01666388908023,40.162171256046406,106.78014796768171,229.20686202642486,128.1003731454347,127.41140294338062,43.344960491388335,18.269800217847788,110.99352954114194,186.1789075056568,140.9639159501475,81.40310559186317,217.17504460687928,85.14836228607155,136.1337048640067,177.22235637752001,253.72186661775928,71.32435488667197,32.11021021419807,131.43220914220495,222.02026934494066,160.2324112032284,66.85466027136957,150.24322147771122,137.46272221951665,97.25526001199096,105.76428319617338,220.85983247299643,201.99966732645981,175.82054942469193,182.55274744577213,22.000581810488573,36.069377593742864,92.58977049328925,218.90094928985692,185.60711193270586,184.7188826297965,250.73891520863089,132.18451346508027,67.49863406025733,16.437870908361575,163.01226947687098,51.35172830587107,134.47209970845267,63.72743208383645,106.62713350737519,255.95824972053634,142.35632616782632,121.66669881278304,20.248456731316587,133.28490387136927,94.86832980505137,210.68978522937468,243.0740627874558,153.69185274438084,94.59008193251354,69.69810327404873
147.95322960405497,99.98810685712711,140.93144109241592,110.29790264111952,100.67170510212804,64.52659484941017,59.12005346178545,102.82550797980963,183.4169717753883,200.53117664683583,18.982876392457197,75.75262675584402,115.02380770408432,17.75988225408121,41.55896135204826,129.70114951663587,117.01358215359917,104.60257323874683,33.73680645198933,98.57546110878421,90.36196143942489,105.17842214703644,219.35445731302784,74.96352479588059,63.89648586527386,168.00032366595852,115.58128087460533,76.1896062884114,15.119283869759988,65.93145139220032,106.6233918545921,178.57454147449897,119.52251178969563,51.947455338099005,65.4947746416843,219.31913172827453,98.81256414152212,32.17709646128127,93.13312826668833,199.9840379189755,177.86059956280852,34.588293224697345,41.95513473501492,234.35188748236672,31.63932074703818,115.41800918926614,218.63441809180668,140.0251008199699,111.8589055495198,13.216077469242956,7.355823892648035,87.92752697534956,176.52207103662792,133.16142403459384,61.00531842511748,209.14092288533953,82.54847060969607,122.7737870716502,144.84560745843206,224.0719750437421,85.50584775323402,60.73763428646922,142.3575831453803,213.06813015851165,147.8552599802593,52.19387278855289,134.61667123259508,127.83605669839137,108.43964064897753,79.61312705829916,207.93176775133887,192.54140799648604,162.95731006321765,184.9572321988969,28.05938542229156,46.00799728563839,116.55253352826122,208.80396433186215,177.5674441356202,195.3734607780202,218.41760460183443,136.32039465905876,88.71271701949425,44.443784717318536,153.95123276293629,55.85988411375118,116.90674953211054,86.21811854684194,120.87403136521006,257.0080263667079,110.92001622791808,106.87117181005758,30.192981714480087,128.43934525743373,84.76638777169062,194.4305788707191,233.18112291389707,141.53841326519913,126.89464133681172,72.29236213228852
126.93256612595943,77.19237397384383,136.1204702225923,109.0834983027741,78.09474847618696,41.79294681312188,56.57215143665803,107.34211883440128,166.55275787350263,208.28172846242865,33.353375247482965,66.90296056534184,95.68292512965685,8.237381018007785,50.03456835996485,139.0796835891673,94.40814458337394,111.61477002619019,45.109344266287124,75.81233248390474,89.94339365895982,123.1673874661117,198.90250712944584,83.83296898519859,41.13394037893115,165.51895359468236,119.47790088094581,55.44988369192043,33.90512835958486,74.4227573832134,119.67932571918357,166.46097656206757,112.16440668347273,60.794889831705696,47.61042194560615,203.05724801600343,108.37810083493163,54.87408545407906,92.73613994579017,192.96313531886355,193.32744919885457,16.79815941765138,44.542709683092006,212.23305756113308,10.14060545807766,136.35756871813805,229.24250689341747,119.62464732072122,125.5505389770693,4.548083210176423,14.582146546469533,72.93363195044408,152.48774864381835,140.8047673056596,57.21836077985769,189.94893114616147,85.30239493986994,115.86792805494223,126.52400672662564,204.11238108605056,97.22063832513729,71.01473799351268,121.55427786754665,194.1308543452051,162.45387138816798,73.32628567237114,149.09752501344866,106.11891425875584,117.6208946675656,62.45877679458935,206.86827078621846,201.6571457039677,178.63581634701634,176.9095864414048,28.270956934748,67.94623402620238,126.64852862146262,219.42581373991746,161.1494988019028,171.73654892433805,197.153280980757,121.20938165610171,100.85751814134608,65.39895882354791,133.3784168444622,69.59704336050994,113.96367498148513,95.42520735798347,98.47257932425461,234.32842942767667,90.25051464315449,112.15695241186913,52.88058764394434,130.70053523071132,62.56444312011508,173.79883303985324,211.39496790542404,155.60495668962534,147.51692414032047,64.14730533126838
108.64875129138858,56.682611406111796,127.18796687570705,98.26291598413907,57.9157719786923,21.464469199439343,61.762317875633336,104.85311619640284,152.69831269019085,216.99338768546082,36.8183791475181,64.99202057421098,79.83355375221754,8.82903977785761,53.324800637332736,140.95412815898723,74.16357685084928,112.01520098265908,61.082889699107874,55.47026444921869,82.56241302809738,123.00652229112178,179.07775695856847,75.80005009948134,20.718851547606207,157.47882702880284,126.36824747203788,35.288782359640244,53.59054157498422,64.9517014314582,133.57504121066174,157.58690739453922,103.03234680152913,63.712662176230936,31.53613011855354,187.81318960737687,111.31924063390325,75.55431589022105,96.67009775164578,188.77774768828425,208.29088488253586,18.523062567049738,44.016521973900524,192.47769407926404,13.350158325014872,140.90890343898698,240.64855529329353,102.171288978088,119.41708777483697,4.831544236491941,34.80728869881354,62.40534423576893,132.64042492200443,149.53057394860008,49.96670837836952,175.7003314076087,90.78593589786476,107.45766775259966,107.39755956060229,184.97132477424458,110.21984002182207,77.76577393612466,101.72946456854095,177.4094378881247,176.86110235896246,91.8465604830289,142.78383287818684,88.32213081143307,101.15488362241007,48.29888174328275,199.85254328701365,211.7744871719407,193.45176644106127,171.72224246838675,35.11235622332235,88.12358442692003,131.16801523710535,230.34673374948946,147.39138724664036,151.54022722476532,178.16853584438607,105.34617102891775,91.84085228914309,84.65195148639096,116.80878972882505,85.88332311756689,107.18943562455628,100.52548582840231,79.68577483414646,213.42028326503487,69.77216167974412,106.55350429837254,74.20205737077572,136.17783682376222,43.43925473082017,154.66579051455065,192.01051390844054,171.47163206536317,166.95018506840037,64.30416322987087
101.43387958688757,48.25761801942436,102.86640093802887,94.4173070897604,35.373543488667984,10.289838610872827,70.6651901384464,96.9436185729054,139.12132888469955,225.4843081939447,51.997236868389464,68.39731932177527,72.58193706910919,28.334980786505362,61.71616141335232,135.08150611791712,64.3252948733213,109.05297345994676,79.99708750745789,36.8780456286564,70.29411107644152,111.76569578449077,160.9000755234526,70.57723242604195,9.534413963164463,136.10527223624658,133.7417323876053,15.765771550398345,72.67269939993548,60.51165074585176,147.12115650379423,146.1781506726876,82.77147979470935,63.89719042600462,25.787649712805354,172.3918299224751,105.08400482073876,83.3066217077383,104.0157834305034,184.55013167927476,220.27761219787618,36.568389898126675,53.08610468392154,171.45467717971582,34.47000637729679,142.97408651351833,251.0877684225464,85.03309452923838,111.29920364131974,26.55786812571304,54.47126581439732,57.39754876821917,111.57834734019869,158.22380681188434,32.04792780154347,161.88093315212564,99.63495173512617,91.2126573791341,89.55623048123765,166.9077575406183,103.53294455817603,86.75954390319811,80.80557751467764,160.4178993201985,190.49471159630497,101.6989207574461,133.69590414641675,70.82086884674543,85.45034371596493,39.948975520172326,180.56147685641108,221.1527812980929,207.37104060352127,166.69403652348848,56.1039260673796,96.10275730814989,139.44015164229066,240.37543950503616,134.5179172439833,129.95845650056586,160.29899953850204,91.78319244842652,86.61750453267857,103.39435813715919,100.61402883018077,104.97893844223566,86.94957303570247,109.45019294572046,60.0780483427307,191.5822679644223,50.62455645228483,95.3251697855931,81.91905240895473,141.65541875504664,24.50383347595639,135.53560412428334,171.53945481604183,185.00807005946922,159.51680785019224,67.7820610878783
96.92809682377573,43.42429627940167,81.75518932717846,93.54862944167829,19.453276909511455,5.617175256818234,82.35175132052494,93.68827541150932,130.89978894291912,233.97236288768121,70.74626488324307,74.60365477706911,70.33314619081202,49.29721159555192,74.83040503251313,134.07015281306897,59.76609337929721,112.16243603942854,87.70928207737241,15.804203335297125,64.88084695974364,107.37755821469666,152.7678331210288,71.57052967693535,5.266420557886478,116.40969807796512,142.68609993444772,7.539325151479679,82.84181172095835,63.3188081513416,162.48345457188157,127.35027267004628,65.61804344541258,72.2523125840961,35.515330323879176,156.2139573529929,104.68215154445387,85.65923727056676,109.48381179086459,180.68151701340025,223.3213783674451,50.78682878068747,65.66550398449223,156.49969737088327,49.457695539735234,143.39153791969204,261.5411005640935,66.59608843392932,106.579960413113,47.55547923432911,75.2842449951847,57.728701783701226,93.87622182272378,168.5394042142048,23.024677201355768,150.14665887746227,106.08419210084541,78.659943647588,83.26363102794038,159.25668162100888,99.74479471758124,93.75050320874145,66.56028856982591,148.49239444687942,201.56115777886342,113.63140148796616,128.5808623971723,59.55862112630822,72.86699567291015,36.64852104661321,162.46113095304264,230.98303960030898,213.62845453938394,161.91070417707002,76.73859833553121,99.86024269311527,138.82016942595445,250.7976657236914,126.34853707945277,113.38880235329633,152.67503408659837,86.59742210108313,86.21004469799989,111.56374457405153,89.84054431653988,120.39283299957806,68.70394644657182,121.21950080149803,38.96766602252038,174.75558197008647,42.386978905598944,88.44151302597625,86.16285874550104,148.48363659052646,16.33599191169773,127.27540516527444,156.03841522278978,197.93504387798967,154.7499404612901,75.56925265725155
80.83070490023646,33.524925570139686,58.406142415970045,101.13717739349828,12.543649332700488,2.439497280509096,90.50351405500419,95.47819926263898,127.44210619653616,239.45446999026163,92.69804541917664,80.40845735943542,74.02202895890282,72.5898525992793,92.79576076190838,135.34847596417373,52.17625553890968,119.33582153694377,101.79315164580773,4.898814543934127,66.69355119390461,100.12508534165886,138.39519824426534,74.88011483077763,15.612810869710144,95.30129777828095,148.83585571745667,2.7904406170516984,97.31408150315397,68.46669842750049,171.37935468198435,116.83040216146239,47.99742743077709,79.07011546201117,44.755121257136366,147.17431954255494,106.34257224861611,101.93899078237784,119.04923941995382,179.50166632998764,230.01429111911116,58.909590417427694,72.09718706190051,148.6118572730432,57.83435105454607,151.51074156096212,268.21293163664365,57.31813821071339,107.03816782145532,70.8744164904226,87.17298991942336,62.10603977433282,86.08342491907055,174.90577239887682,33.3580482041692,145.98652774067781,116.43005705623678,69.27653081899123,69.67781419318521,145.4144224238248,101.55731976851648,99.34747628031039,58.99675962601948,142.75814766437009,210.6575480568446,127.89111725301609,126.50036550575622,55.19639760050107,67.65238045171482,40.159376402971276,143.91026287426166,237.23702013090286,221.43094606379938,161.50331399272557,92.41418247930447,118.68119968808065,139.38831731360852,258.0500781906565,123.45165886536697,104.22746041739998,137.60964086565755,82.57692796788238,85.79241382179146,127.84974428442453,83.58227074318391,122.38763219134653,49.83033214132769,129.96946914169908,28.256212330303374,165.86694387864597,28.314154862015876,87.21180139567309,100.96512676761137,153.16436067432633,18.081320032644918,113.69174299145175,148.64142838127563,208.19387719174193,144.42735894194482,83.74942216340933
61.65337823648876,28.712203299655545,35.16919684966666,112.62199059680961,6.064148278660597,9.512243515385185,87.523390323739,101.75907180296832,114.32422825635172,236.81015669309858,105.70186666678056,78.3094469897171,83.00402380914493,92.7259826508764,109.78645172735423,139.3577803229994,47.335722775410076,113.13029459181611,122.33801119157144,7.997305379095325,74.73085886308932,92.42594734748471,117.64609910236686,78.50244776645738,35.981608871887,77.4681134089829,145.78239177631446,8.88563448514468,118.21332072951589,71.86472703562845,169.0796499258414,114.77805699017436,37.807332242588465,82.19769343654804,47.16767975271889,144.47639954264542,110.09285970527759,123.4097395469575,134.58871606921457,175.71546360810032,237.77081461060752,62.1187269039946,83.57624328030246,140.0594232078068,62.912812016715186,155.27576920956784,265.23195322510423,54.63940930937394,111.62933315853869,91.86686677746266,86.90046534709548,73.37606166500547,77.38170682105734,171.88484984150125,50.71587725710101,133.12947180612113,132.89378375658126,66.87624635449366,50.792704056470484,125.58323625746638,105.94472374002618,102.71417727302831,61.5647619471541,130.62955141249546,211.28150314848514,140.1538215063411,128.21013920266395,42.33503912326036,71.1219753520188,52.54419223442704,128.62283801027104,234.16998802838896,228.27969209355587,157.71840639738778,93.41422800226988,138.59796525853395,142.12138536625605,255.0406797196391,110.52135213931255,103.1983031168005,118.0626252546658,77.8934979247026,98.44084748500897,144.51353141464392,70.8449105650689,125.47166105568488,38.76874188767191,133.5302688419963,27.39871983074251,159.98627419786624,12.908328364425353,90.2821813200796,122.06880398060161,149.86876463308613,12.676390898816942,92.79363046229679,139.11971110961156,207.38842196733643,130.89110312901306,80.8727265222356
41.33919859299467,35.73799709864057,21.56012891609141,125.84408147140265,24.863261724996512,29.89870993389358,67.2685764260756,106.186278866055,93.88960165419319,216.88094627314692,95.98448432785202,58.14630033878458,94.93382238815872,106.3426541985218,121.84141058498764,147.12454924468153,50.61677935308355,112.17677240891065,144.59041250827033,28.108291959472258,82.58644797054994,87.41426049569482,97.8576925585618,90.67696449090508,55.99186191991396,66.97832162360513,125.56680063904183,26.758202589040383,140.7648110176932,80.11224874337267,149.72620247993294,112.53048919533735,36.26976953220295,89.0504874152528,50.40344276031943,141.76406234268924,124.21716131828947,140.41585010542062,152.43064816428992,161.992260301975,221.93525155800742,68.45736898350832,103.04880496545124,130.6283063337607,72.09772335573136,173.55963668580097,244.65457872405466,58.168690279111836,116.31538477668748,105.37542937826515,73.10097808911829,89.23991035687298,66.47273823756048,152.1282223196085,64.89594828030273,110.70377700710488,149.99693122179488,68.75804259463382,34.533809183318844,106.38445030429732,113.78129067344335,111.24436351917652,72.06017534997427,112.67098987941385,191.08897271199308,122.56477197868726,131.1572846923021,22.697055386645737,90.47956346660611,68.94998561750619,119.60831548909687,213.98155270896106,208.0808929627296,144.09240749036323,86.05587934395673,145.51711372479963,147.703198522211,234.78587664886464,90.09986220958719,106.7641041802984,99.2852869167874,78.62754146320556,118.8753275177832,145.25613338008074,51.46044566754027,131.13662974199008,36.55445499432229,143.8799038360363,42.36773476025806,154.32624929900948,19.933693742197292,94.77911541511398,138.4768806798636,130.1653735634637,23.109322987600965,72.1362246230379,126.84046819268133,187.1994199828045,119.85766899547603,60.517955330242295
20.762260009551113,51.09550235649289,15.273762074409454,141.20703865642065,45.73370392910712,50.876955751312245,46.52743544710639,100.91642677924362,72.95851037736763,196.48633389662413,89.7360533060782,37.65441421842903,109.81062970438708,111.37018969503116,127.53720386272248,157.4917064286528,61.463232640920005,113.33354014116895,165.5007425295572,49.066829419824295,86.69407316471374,88.758894915258,77.05468327075049,105.91707218282563,76.91675620662338,62.56245610327437,104.8543108883754,47.865870462393254,161.88470218223475,93.61784875086144,129.18653261030326,92.44384185183338,37.11816028618288,100.0952538653436,61.397354405947446,120.7223843942573,139.86573841450408,152.67293605293872,166.85496206149654,149.03294382881407,201.21071156817283,81.4992444809621,122.51937442802,122.55657335569884,86.92207610055502,188.16879127958495,223.80297867036023,68.78333252196221,119.08241851121515,111.6745889256564,62.97513273436767,106.39805507392416,62.94960810471402,131.3707157016285,70.83627056599255,90.42954924476749,163.6862636116468,70.46963187347836,23.952378721498125,87.82614385987367,124.0401663331486,123.30722101631244,87.65454141683709,95.69879953366808,170.50792642763088,106.58824413660751,134.3734603382865,7.08956914288507,111.01985462312442,85.16862120536206,107.61077695219667,193.24063427078144,187.3133056311628,132.75628366315917,84.01371996139594,153.6868929420091,157.37403318855075,214.75944085013444,69.69614676146064,113.96992105954986,80.05173747036116,85.40963966025978,138.4053373552767,146.97427492149518,31.834317493533135,136.81866402816246,35.01563434816283,155.30726943644697,61.95043685837355,150.59462066990798,38.691697497059096,97.51112030586118,152.35989132917908,109.98407685107945,41.855433234540556,51.903122051068635,116.34929501349504,168.31511709411237,111.9379527703758,41.25199339638756
